ObjectId,Country,Unit,Date,Amount
660,World,Percent,1986-02-01,0.31
661,World,Parts Per Million,1986-03-01,348.25
662,World,Percent,1986-03-01,0.1
663,World,Parts Per Million,1986-04-01,349.86
664,World,Percent,1986-04-01,0.34
665,World,Parts Per Million,1986-05-01,350.52
666,World,Percent,1986-05-01,0.36
667,World,Parts Per Million,1986-06-01,349.98
668,World,Percent,1986-06-01,0.38
669,World,Parts Per Million,1986-07-01,348.25
670,World,Percent,1986-07-01,0.39
671,World,Parts Per Million,1986-08-01,346.17
672,World,Percent,1986-08-01,0.26
673,World,Parts Per Million,1986-09-01,345.48
674,World,Percent,1986-09-01,0.59
675,World,Parts Per Million,1986-10-01,344.82
676,World,Percent,1986-10-01,0.43
677,World,Parts Per Million,1986-11-01,346.22
678,World,Percent,1986-11-01,0.43
679,World,Parts Per Million,1986-12-01,347.49
680,World,Percent,1986-12-01,0.4
681,World,Parts Per Million,1987-01-01,348.73
682,World,Percent,1987-01-01,0.56
683,World,Parts Per Million,1987-02-01,348.92
684,World,Percent,1987-02-01,0.41
685,World,Parts Per Million,1987-03-01,349.81
686,World,Percent,1987-03-01,0.45
687,World,Parts Per Million,1987-04-01,351.4
688,World,Percent,1987-04-01,0.44
689,World,Parts Per Million,1987-05-01,352.15
690,World,Percent,1987-05-01,0.47
691,World,Parts Per Million,1987-06-01,351.58
692,World,Percent,1987-06-01,0.46
693,World,Parts Per Million,1987-07-01,350.21
694,World,Percent,1987-07-01,0.56
695,World,Parts Per Million,1987-08-01,348.2
696,World,Percent,1987-08-01,0.59
697,World,Parts Per Million,1987-09-01,346.66
698,World,Percent,1987-09-01,0.34
699,World,Parts Per Million,1987-10-01,346.72
700,World,Percent,1987-10-01,0.55
701,World,Parts Per Million,1987-11-01,348.08
702,World,Percent,1987-11-01,0.54
703,World,Parts Per Million,1987-12-01,349.28
704,World,Percent,1987-12-01,0.52
705,World,Parts Per Million,1988-01-01,350.51
706,World,Percent,1988-01-01,0.51
707,World,Parts Per Million,1988-02-01,351.7
708,World,Percent,1988-02-01,0.8
709,World,Parts Per Million,1988-03-01,352.5
710,World,Percent,1988-03-01,0.77
711,World,Parts Per Million,1988-04-01,353.67
712,World,Percent,1988-04-01,0.65
713,World,Parts Per Million,1988-05-01,354.35
714,World,Percent,1988-05-01,0.62
715,World,Parts Per Million,1988-06-01,353.88
716,World,Percent,1988-06-01,0.65
717,World,Parts Per Million,1988-07-01,352.8
718,World,Percent,1988-07-01,0.74
719,World,Parts Per Million,1988-08-01,350.49
720,World,Percent,1988-08-01,0.66
721,World,Parts Per Million,1988-09-01,348.97
722,World,Percent,1988-09-01,0.67
723,World,Parts Per Million,1988-10-01,349.37
724,World,Percent,1988-10-01,0.76
725,World,Parts Per Million,1988-11-01,350.42
726,World,Percent,1988-11-01,0.67
727,World,Parts Per Million,1988-12-01,351.62
728,World,Percent,1988-12-01,0.67
729,World,Parts Per Million,1989-01-01,353.07
730,World,Percent,1989-01-01,0.73
731,World,Parts Per Million,1989-02-01,353.43
732,World,Percent,1989-02-01,0.49
733,World,Parts Per Million,1989-03-01,354.08
734,World,Percent,1989-03-01,0.45
735,World,Parts Per Million,1989-04-01,355.72
736,World,Percent,1989-04-01,0.58
737,World,Parts Per Million,1989-05-01,355.95
738,World,Percent,1989-05-01,0.45
739,World,Parts Per Million,1989-06-01,355.44
740,World,Percent,1989-06-01,0.44
741,World,Parts Per Million,1989-07-01,354.05
742,World,Percent,1989-07-01,0.35
743,World,Parts Per Million,1989-08-01,351.84
744,World,Percent,1989-08-01,0.39
745,World,Parts Per Million,1989-09-01,350.09
746,World,Percent,1989-09-01,0.32
747,World,Parts Per Million,1989-10-01,350.33
748,World,Percent,1989-10-01,0.27
749,World,Parts Per Million,1989-11-01,351.55
750,World,Percent,1989-11-01,0.32
751,World,Parts Per Million,1989-12-01,352.91
752,World,Percent,1989-12-01,0.37
753,World,Parts Per Million,1990-01-01,353.86
754,World,Percent,1990-01-01,0.22
755,World,Parts Per Million,1990-02-01,355.1
756,World,Percent,1990-02-01,0.47
757,World,Parts Per Million,1990-03-01,355.75
758,World,Percent,1990-03-01,0.47
759,World,Parts Per Million,1990-04-01,356.38
760,World,Percent,1990-04-01,0.19
761,World,Parts Per Million,1990-05-01,357.38
762,World,Percent,1990-05-01,0.4
763,World,Parts Per Million,1990-06-01,356.39
764,World,Percent,1990-06-01,0.27
765,World,Parts Per Million,1990-07-01,354.89
766,World,Percent,1990-07-01,0.24
767,World,Parts Per Million,1990-08-01,353.06
768,World,Percent,1990-08-01,0.35
769,World,Parts Per Million,1990-09-01,351.38
770,World,Percent,1990-09-01,0.37
771,World,Parts Per Million,1990-10-01,351.69
772,World,Percent,1990-10-01,0.39
773,World,Parts Per Million,1990-11-01,353.14
774,World,Percent,1990-11-01,0.45
775,World,Parts Per Million,1990-12-01,354.41
776,World,Percent,1990-12-01,0.43
777,World,Parts Per Million,1991-01-01,354.93
778,World,Percent,1991-01-01,0.3
779,World,Parts Per Million,1991-02-01,355.82
780,World,Percent,1991-02-01,0.2
781,World,Parts Per Million,1991-03-01,357.33
782,World,Percent,1991-03-01,0.44
783,World,Parts Per Million,1991-04-01,358.77
784,World,Percent,1991-04-01,0.67
785,World,Parts Per Million,1991-05-01,359.23
786,World,Percent,1991-05-01,0.52
787,World,Parts Per Million,1991-06-01,358.23
788,World,Percent,1991-06-01,0.52
789,World,Parts Per Million,1991-07-01,356.3
790,World,Percent,1991-07-01,0.4
791,World,Parts Per Million,1991-08-01,353.97
792,World,Percent,1991-08-01,0.26
793,World,Parts Per Million,1991-09-01,352.34
794,World,Percent,1991-09-01,0.27
795,World,Parts Per Million,1991-10-01,352.43
796,World,Percent,1991-10-01,0.21
797,World,Parts Per Million,1991-11-01,353.89
798,World,Percent,1991-11-01,0.21
799,World,Parts Per Million,1991-12-01,355.21
800,World,Percent,1991-12-01,0.23
801,World,Parts Per Million,1992-01-01,356.34
802,World,Percent,1992-01-01,0.4
803,World,Parts Per Million,1992-02-01,357.21
804,World,Percent,1992-02-01,0.39
805,World,Parts Per Million,1992-03-01,357.97
806,World,Percent,1992-03-01,0.18
807,World,Parts Per Million,1992-04-01,359.22
808,World,Percent,1992-04-01,0.13
809,World,Parts Per Million,1992-05-01,359.71
810,World,Percent,1992-05-01,0.13
811,World,Parts Per Million,1992-06-01,359.44
812,World,Percent,1992-06-01,0.34
813,World,Parts Per Million,1992-07-01,357.15
814,World,Percent,1992-07-01,0.24
815,World,Parts Per Million,1992-08-01,354.99
816,World,Percent,1992-08-01,0.29
817,World,Parts Per Million,1992-09-01,353.01
818,World,Percent,1992-09-01,0.19
819,World,Parts Per Million,1992-10-01,353.41
820,World,Percent,1992-10-01,0.28
821,World,Parts Per Million,1992-11-01,354.42
822,World,Percent,1992-11-01,0.15
823,World,Parts Per Million,1992-12-01,355.68
824,World,Percent,1992-12-01,0.13
825,World,Parts Per Million,1993-01-01,357.1
826,World,Percent,1993-01-01,0.21
827,World,Parts Per Million,1993-02-01,357.42
828,World,Percent,1993-02-01,0.06
829,World,Parts Per Million,1993-03-01,358.59
830,World,Percent,1993-03-01,0.17
831,World,Parts Per Million,1993-04-01,359.39
832,World,Percent,1993-04-01,0.05
833,World,Parts Per Million,1993-05-01,360.3
834,World,Percent,1993-05-01,0.16
835,World,Parts Per Million,1993-06-01,359.64
836,World,Percent,1993-06-01,0.06
837,World,Parts Per Million,1993-07-01,357.45
838,World,Percent,1993-07-01,0.08
839,World,Parts Per Million,1993-08-01,355.76
840,World,Percent,1993-08-01,0.22
841,World,Parts Per Million,1993-09-01,354.14
842,World,Percent,1993-09-01,0.32
843,World,Parts Per Million,1993-10-01,354.23
844,World,Percent,1993-10-01,0.23
845,World,Parts Per Million,1993-11-01,355.53
846,World,Percent,1993-11-01,0.31
847,World,Parts Per Million,1993-12-01,357.03
848,World,Percent,1993-12-01,0.38
849,World,Parts Per Million,1994-01-01,358.36
850,World,Percent,1994-01-01,0.35
851,World,Parts Per Million,1994-02-01,359.04
852,World,Percent,1994-02-01,0.45
853,World,Parts Per Million,1994-03-01,360.11
854,World,Percent,1994-03-01,0.42
855,World,Parts Per Million,1994-04-01,361.36
856,World,Percent,1994-04-01,0.55
857,World,Parts Per Million,1994-05-01,361.78
858,World,Percent,1994-05-01,0.41
859,World,Parts Per Million,1994-06-01,360.94
860,World,Percent,1994-06-01,0.36
861,World,Parts Per Million,1994-07-01,359.51
862,World,Percent,1994-07-01,0.58
863,World,Parts Per Million,1994-08-01,357.59
864,World,Percent,1994-08-01,0.51
865,World,Parts Per Million,1994-09-01,355.86
866,World,Percent,1994-09-01,0.49
867,World,Parts Per Million,1994-10-01,356.21
868,World,Percent,1994-10-01,0.56
869,World,Parts Per Million,1994-11-01,357.65
870,World,Percent,1994-11-01,0.6
871,World,Parts Per Million,1994-12-01,359.1
872,World,Percent,1994-12-01,0.58
873,World,Parts Per Million,1995-01-01,360.04
874,World,Percent,1995-01-01,0.47
875,World,Parts Per Million,1995-02-01,361.0
876,World,Percent,1995-02-01,0.55
877,World,Parts Per Million,1995-03-01,361.98
878,World,Percent,1995-03-01,0.52
879,World,Parts Per Million,1995-04-01,363.44
880,World,Percent,1995-04-01,0.58
881,World,Parts Per Million,1995-05-01,363.83
882,World,Percent,1995-05-01,0.57
883,World,Parts Per Million,1995-06-01,363.33
884,World,Percent,1995-06-01,0.66
885,World,Parts Per Million,1995-07-01,361.78
886,World,Percent,1995-07-01,0.63
887,World,Parts Per Million,1995-08-01,359.33
888,World,Percent,1995-08-01,0.49
889,World,Parts Per Million,1995-09-01,358.32
890,World,Percent,1995-09-01,0.69
891,World,Parts Per Million,1995-10-01,358.14
892,World,Percent,1995-10-01,0.54
893,World,Parts Per Million,1995-11-01,359.61
894,World,Percent,1995-11-01,0.55
895,World,Parts Per Million,1995-12-01,360.82
896,World,Percent,1995-12-01,0.48
897,World,Parts Per Million,1996-01-01,362.2
898,World,Percent,1996-01-01,0.6
899,World,Parts Per Million,1996-02-01,363.36
900,World,Percent,1996-02-01,0.65
901,World,Parts Per Million,1996-03-01,364.28
902,World,Percent,1996-03-01,0.64
903,World,Parts Per Million,1996-04-01,364.69
904,World,Percent,1996-04-01,0.34
905,World,Parts Per Million,1996-05-01,365.25
906,World,Percent,1996-05-01,0.39
907,World,Parts Per Million,1996-06-01,365.06
908,World,Percent,1996-06-01,0.48
909,World,Parts Per Million,1996-07-01,363.69
910,World,Percent,1996-07-01,0.53
911,World,Parts Per Million,1996-08-01,361.55
912,World,Percent,1996-08-01,0.62
913,World,Parts Per Million,1996-09-01,359.69
914,World,Percent,1996-09-01,0.38
915,World,Parts Per Million,1996-10-01,359.72
916,World,Percent,1996-10-01,0.44
917,World,Parts Per Million,1996-11-01,361.04
918,World,Percent,1996-11-01,0.4
919,World,Parts Per Million,1996-12-01,362.39
920,World,Percent,1996-12-01,0.44
921,World,Parts Per Million,1997-01-01,363.24
922,World,Percent,1997-01-01,0.29
923,World,Parts Per Million,1997-02-01,364.21
924,World,Percent,1997-02-01,0.23
925,World,Parts Per Million,1997-03-01,364.65
926,World,Percent,1997-03-01,0.1
927,World,Parts Per Million,1997-04-01,366.49
928,World,Percent,1997-04-01,0.49
929,World,Parts Per Million,1997-05-01,366.77
930,World,Percent,1997-05-01,0.42
931,World,Parts Per Million,1997-06-01,365.73
932,World,Percent,1997-06-01,0.18
933,World,Parts Per Million,1997-07-01,364.46
934,World,Percent,1997-07-01,0.21
935,World,Parts Per Million,1997-08-01,362.4
936,World,Percent,1997-08-01,0.24
937,World,Parts Per Million,1997-09-01,360.44
938,World,Percent,1997-09-01,0.21
939,World,Parts Per Million,1997-10-01,360.98
940,World,Percent,1997-10-01,0.35
941,World,Parts Per Million,1997-11-01,362.65
942,World,Percent,1997-11-01,0.45
943,World,Parts Per Million,1997-12-01,364.51
944,World,Percent,1997-12-01,0.59
945,World,Parts Per Million,1998-01-01,365.39
946,World,Percent,1998-01-01,0.59
947,World,Parts Per Million,1998-02-01,366.1
948,World,Percent,1998-02-01,0.52
949,World,Parts Per Million,1998-03-01,367.36
950,World,Percent,1998-03-01,0.74
951,World,Parts Per Million,1998-04-01,368.79
952,World,Percent,1998-04-01,0.63
953,World,Parts Per Million,1998-05-01,369.56
954,World,Percent,1998-05-01,0.76
955,World,Parts Per Million,1998-06-01,369.13
956,World,Percent,1998-06-01,0.93
957,World,Parts Per Million,1998-07-01,367.98
958,World,Percent,1998-07-01,0.97
959,World,Parts Per Million,1998-08-01,366.1
960,World,Percent,1998-08-01,1.02
961,World,Parts Per Million,1998-09-01,364.16
962,World,Percent,1998-09-01,1.03
963,World,Parts Per Million,1998-10-01,364.54
964,World,Percent,1998-10-01,0.99
965,World,Parts Per Million,1998-11-01,365.67
966,World,Percent,1998-11-01,0.83
967,World,Parts Per Million,1998-12-01,367.3
968,World,Percent,1998-12-01,0.77
969,World,Parts Per Million,1999-01-01,368.35
970,World,Percent,1999-01-01,0.81
971,World,Parts Per Million,1999-02-01,369.28
972,World,Percent,1999-02-01,0.87
973,World,Parts Per Million,1999-03-01,369.84
974,World,Percent,1999-03-01,0.68
975,World,Parts Per Million,1999-04-01,371.15
976,World,Percent,1999-04-01,0.64
977,World,Parts Per Million,1999-05-01,371.12
978,World,Percent,1999-05-01,0.42
979,World,Parts Per Million,1999-06-01,370.46
980,World,Percent,1999-06-01,0.36
981,World,Parts Per Million,1999-07-01,369.61
982,World,Percent,1999-07-01,0.44
983,World,Parts Per Million,1999-08-01,367.06
984,World,Percent,1999-08-01,0.26
985,World,Parts Per Million,1999-09-01,364.95
986,World,Percent,1999-09-01,0.22
987,World,Parts Per Million,1999-10-01,365.52
988,World,Percent,1999-10-01,0.27
989,World,Parts Per Million,1999-11-01,366.88
990,World,Percent,1999-11-01,0.33
991,World,Parts Per Million,1999-12-01,368.26
992,World,Percent,1999-12-01,0.26
993,World,Parts Per Million,2000-01-01,369.45
994,World,Percent,2000-01-01,0.3
995,World,Parts Per Million,2000-02-01,369.71
996,World,Percent,2000-02-01,0.12
997,World,Parts Per Million,2000-03-01,370.75
998,World,Percent,2000-03-01,0.25
999,World,Parts Per Million,2000-04-01,371.98
1000,World,Percent,2000-04-01,0.22
1001,World,Parts Per Million,2000-05-01,371.75
1002,World,Percent,2000-05-01,0.17
1003,World,Parts Per Million,2000-06-01,371.87
1004,World,Percent,2000-06-01,0.38
1005,World,Parts Per Million,2000-07-01,370.02
1006,World,Percent,2000-07-01,0.11
1007,World,Parts Per Million,2000-08-01,368.27
1008,World,Percent,2000-08-01,0.33
1009,World,Parts Per Million,2000-09-01,367.15
1010,World,Percent,2000-09-01,0.6
1011,World,Parts Per Million,2000-10-01,367.18
1012,World,Percent,2000-10-01,0.45
1013,World,Parts Per Million,2000-11-01,368.53
1014,World,Percent,2000-11-01,0.45
1015,World,Parts Per Million,2000-12-01,369.83
1016,World,Percent,2000-12-01,0.43
1017,World,Parts Per Million,2001-01-01,370.76
1018,World,Percent,2001-01-01,0.35
1019,World,Parts Per Million,2001-02-01,371.69
1020,World,Percent,2001-02-01,0.54
1021,World,Parts Per Million,2001-03-01,372.63
1022,World,Percent,2001-03-01,0.51
1023,World,Parts Per Million,2001-04-01,373.55
1024,World,Percent,2001-04-01,0.42
1025,World,Parts Per Million,2001-05-01,374.03
1026,World,Percent,2001-05-01,0.61
1027,World,Parts Per Million,2001-06-01,373.4
1028,World,Percent,2001-06-01,0.41
1029,World,Parts Per Million,2001-07-01,371.68
1030,World,Percent,2001-07-01,0.45
1031,World,Parts Per Million,2001-08-01,369.78
1032,World,Percent,2001-08-01,0.41
1033,World,Parts Per Million,2001-09-01,368.34
1034,World,Percent,2001-09-01,0.32
1035,World,Parts Per Million,2001-10-01,368.61
1036,World,Percent,2001-10-01,0.39
1037,World,Parts Per Million,2001-11-01,369.94
1038,World,Percent,2001-11-01,0.38
1039,World,Parts Per Million,2001-12-01,371.42
1040,World,Percent,2001-12-01,0.43
1041,World,Parts Per Million,2002-01-01,372.7
1042,World,Percent,2002-01-01,0.52
1043,World,Parts Per Million,2002-02-01,373.37
1044,World,Percent,2002-02-01,0.45
1045,World,Parts Per Million,2002-03-01,374.3
1046,World,Percent,2002-03-01,0.45
1047,World,Parts Per Million,2002-04-01,375.19
1048,World,Percent,2002-04-01,0.44
1049,World,Parts Per Million,2002-05-01,375.93
1050,World,Percent,2002-05-01,0.51
1051,World,Parts Per Million,2002-06-01,375.69
1052,World,Percent,2002-06-01,0.61
1053,World,Parts Per Million,2002-07-01,374.16
1054,World,Percent,2002-07-01,0.67
1055,World,Parts Per Million,2002-08-01,372.03
1056,World,Percent,2002-08-01,0.61
1057,World,Parts Per Million,2002-09-01,370.92
1058,World,Percent,2002-09-01,0.7
1059,World,Parts Per Million,2002-10-01,370.73
1060,World,Percent,2002-10-01,0.58
1061,World,Parts Per Million,2002-11-01,372.43
1062,World,Percent,2002-11-01,0.67
1063,World,Parts Per Million,2002-12-01,373.98
1064,World,Percent,2002-12-01,0.69
1065,World,Parts Per Million,2003-01-01,375.07
1066,World,Percent,2003-01-01,0.64
1067,World,Parts Per Million,2003-02-01,375.82
1068,World,Percent,2003-02-01,0.66
1069,World,Parts Per Million,2003-03-01,376.64
1070,World,Percent,2003-03-01,0.63
1071,World,Parts Per Million,2003-04-01,377.92
1072,World,Percent,2003-04-01,0.73
1073,World,Parts Per Million,2003-05-01,378.78
1074,World,Percent,2003-05-01,0.76
1075,World,Parts Per Million,2003-06-01,378.46
1076,World,Percent,2003-06-01,0.74
1077,World,Parts Per Million,2003-07-01,376.88
1078,World,Percent,2003-07-01,0.73
1079,World,Parts Per Million,2003-08-01,374.57
1080,World,Percent,2003-08-01,0.68
1081,World,Parts Per Million,2003-09-01,373.34
1082,World,Percent,2003-09-01,0.65
1083,World,Parts Per Million,2003-10-01,373.31
1084,World,Percent,2003-10-01,0.7
1085,World,Parts Per Million,2003-11-01,374.84
1086,World,Percent,2003-11-01,0.65
1087,World,Parts Per Million,2003-12-01,376.17
1088,World,Percent,2003-12-01,0.59
1089,World,Parts Per Million,2004-01-01,377.17
1090,World,Percent,2004-01-01,0.56
1091,World,Parts Per Million,2004-02-01,378.05
1092,World,Percent,2004-02-01,0.59
1093,World,Parts Per Million,2004-03-01,379.06
1094,World,Percent,2004-03-01,0.64
1095,World,Parts Per Million,2004-04-01,380.54
1096,World,Percent,2004-04-01,0.69
1097,World,Parts Per Million,2004-05-01,380.8
1098,World,Percent,2004-05-01,0.53
1099,World,Parts Per Million,2004-06-01,379.87
1100,World,Percent,2004-06-01,0.37
1101,World,Parts Per Million,2004-07-01,377.65
1102,World,Percent,2004-07-01,0.2
1103,World,Parts Per Million,2004-08-01,376.17
1104,World,Percent,2004-08-01,0.43
1105,World,Parts Per Million,2004-09-01,374.43
1106,World,Percent,2004-09-01,0.29
1107,World,Parts Per Million,2004-10-01,374.63
1108,World,Percent,2004-10-01,0.35
1109,World,Parts Per Million,2004-11-01,376.33
1110,World,Percent,2004-11-01,0.4
1111,World,Parts Per Million,2004-12-01,377.68
1112,World,Percent,2004-12-01,0.4
1113,World,Parts Per Million,2005-01-01,378.63
1114,World,Percent,2005-01-01,0.39
1115,World,Parts Per Million,2005-02-01,379.91
1116,World,Percent,2005-02-01,0.49
1117,World,Parts Per Million,2005-03-01,380.95
1118,World,Percent,2005-03-01,0.5
1119,World,Parts Per Million,2005-04-01,382.48
1120,World,Percent,2005-04-01,0.51
1121,World,Parts Per Million,2005-05-01,382.64
1122,World,Percent,2005-05-01,0.48
1123,World,Parts Per Million,2005-06-01,382.4
1124,World,Percent,2005-06-01,0.67
1125,World,Parts Per Million,2005-07-01,380.93
1126,World,Percent,2005-07-01,0.87
1127,World,Parts Per Million,2005-08-01,378.93
1128,World,Percent,2005-08-01,0.73
1129,World,Parts Per Million,2005-09-01,376.89
1130,World,Percent,2005-09-01,0.66
1131,World,Parts Per Million,2005-10-01,377.19
1132,World,Percent,2005-10-01,0.68
1133,World,Parts Per Million,2005-11-01,378.54
1134,World,Percent,2005-11-01,0.59
1135,World,Parts Per Million,2005-12-01,380.31
1136,World,Percent,2005-12-01,0.7
1137,World,Parts Per Million,2006-01-01,381.58
1138,World,Percent,2006-01-01,0.78
1139,World,Parts Per Million,2006-02-01,382.4
1140,World,Percent,2006-02-01,0.66
1141,World,Parts Per Million,2006-03-01,382.86
1142,World,Percent,2006-03-01,0.5
1143,World,Parts Per Million,2006-04-01,384.8
1144,World,Percent,2006-04-01,0.61
1145,World,Parts Per Million,2006-05-01,385.22
1146,World,Percent,2006-05-01,0.67
1147,World,Parts Per Million,2006-06-01,384.24
1148,World,Percent,2006-06-01,0.48
1149,World,Parts Per Million,2006-07-01,382.65
1150,World,Percent,2006-07-01,0.45
1151,World,Parts Per Million,2006-08-01,380.6
1152,World,Percent,2006-08-01,0.44
1153,World,Parts Per Million,2006-09-01,379.04
1154,World,Percent,2006-09-01,0.57
1155,World,Parts Per Million,2006-10-01,379.33
1156,World,Percent,2006-10-01,0.57
1157,World,Parts Per Million,2006-11-01,380.35
1158,World,Percent,2006-11-01,0.48
1159,World,Parts Per Million,2006-12-01,382.02
1160,World,Percent,2006-12-01,0.45
1161,World,Parts Per Million,2007-01-01,383.1
1162,World,Percent,2007-01-01,0.4
1163,World,Parts Per Million,2007-02-01,384.12
1164,World,Percent,2007-02-01,0.45
1165,World,Parts Per Million,2007-03-01,384.81
1166,World,Percent,2007-03-01,0.51
1167,World,Parts Per Million,2007-04-01,386.73
1168,World,Percent,2007-04-01,0.5
1169,World,Parts Per Million,2007-05-01,386.78
1170,World,Percent,2007-05-01,0.4
1171,World,Parts Per Million,2007-06-01,386.33
1172,World,Percent,2007-06-01,0.54
1173,World,Parts Per Million,2007-07-01,384.73
1174,World,Percent,2007-07-01,0.54
1175,World,Parts Per Million,2007-08-01,382.24
1176,World,Percent,2007-08-01,0.43
1177,World,Parts Per Million,2007-09-01,381.2
1178,World,Percent,2007-09-01,0.57
1179,World,Parts Per Million,2007-10-01,381.37
1180,World,Percent,2007-10-01,0.54
1181,World,Parts Per Million,2007-11-01,382.7
1182,World,Percent,2007-11-01,0.62
1183,World,Parts Per Million,2007-12-01,384.19
1184,World,Percent,2007-12-01,0.57
1185,World,Parts Per Million,2008-01-01,385.78
1186,World,Percent,2008-01-01,0.7
1187,World,Parts Per Million,2008-02-01,386.06
1188,World,Percent,2008-02-01,0.51
1189,World,Parts Per Million,2008-03-01,386.28
1190,World,Percent,2008-03-01,0.38
1191,World,Parts Per Million,2008-04-01,387.33
1192,World,Percent,2008-04-01,0.16
1193,World,Parts Per Million,2008-05-01,388.78
1194,World,Percent,2008-05-01,0.52
1195,World,Parts Per Million,2008-06-01,387.99
1196,World,Percent,2008-06-01,0.43
1197,World,Parts Per Million,2008-07-01,386.61
1198,World,Percent,2008-07-01,0.49
1199,World,Parts Per Million,2008-08-01,384.32
1200,World,Percent,2008-08-01,0.54
1201,World,Parts Per Million,2008-09-01,383.41
1202,World,Percent,2008-09-01,0.58
1203,World,Parts Per Million,2008-10-01,383.21
1204,World,Percent,2008-10-01,0.48
1205,World,Parts Per Million,2008-11-01,384.41
1206,World,Percent,2008-11-01,0.45
1207,World,Parts Per Million,2008-12-01,385.79
1208,World,Percent,2008-12-01,0.42
1209,World,Parts Per Million,2009-01-01,387.17
1210,World,Percent,2009-01-01,0.36
1211,World,Parts Per Million,2009-02-01,387.7
1212,World,Percent,2009-02-01,0.42
1213,World,Parts Per Million,2009-03-01,389.04
1214,World,Percent,2009-03-01,0.71
1215,World,Parts Per Million,2009-04-01,389.76
1216,World,Percent,2009-04-01,0.63
1217,World,Parts Per Million,2009-05-01,390.36
1218,World,Percent,2009-05-01,0.41
1219,World,Parts Per Million,2009-06-01,389.7
1220,World,Percent,2009-06-01,0.44
1221,World,Parts Per Million,2009-07-01,388.24
1222,World,Percent,2009-07-01,0.42
1223,World,Parts Per Million,2009-08-01,386.29
1224,World,Percent,2009-08-01,0.51
1225,World,Parts Per Million,2009-09-01,384.95
1226,World,Percent,2009-09-01,0.4
1227,World,Parts Per Million,2009-10-01,384.64
1228,World,Percent,2009-10-01,0.37
1229,World,Parts Per Million,2009-11-01,386.23
1230,World,Percent,2009-11-01,0.47
1231,World,Parts Per Million,2009-12-01,387.63
1232,World,Percent,2009-12-01,0.48
1233,World,Parts Per Million,2010-01-01,388.91
1234,World,Percent,2010-01-01,0.45
1235,World,Parts Per Million,2010-02-01,390.41
1236,World,Percent,2010-02-01,0.7
1237,World,Parts Per Million,2010-03-01,391.37
1238,World,Percent,2010-03-01,0.6
1239,World,Parts Per Million,2010-04-01,392.67
1240,World,Percent,2010-04-01,0.75
1241,World,Parts Per Million,2010-05-01,393.21
1242,World,Percent,2010-05-01,0.73
1243,World,Parts Per Million,2010-06-01,392.38
1244,World,Percent,2010-06-01,0.69
1245,World,Parts Per Million,2010-07-01,390.41
1246,World,Percent,2010-07-01,0.56
1247,World,Parts Per Million,2010-08-01,388.54
1248,World,Percent,2010-08-01,0.58
1249,World,Parts Per Million,2010-09-01,387.03
1250,World,Percent,2010-09-01,0.54
1251,World,Parts Per Million,2010-10-01,387.43
1252,World,Percent,2010-10-01,0.73
1253,World,Parts Per Million,2010-11-01,388.87
1254,World,Percent,2010-11-01,0.68
1255,World,Parts Per Million,2010-12-01,389.99
1256,World,Percent,2010-12-01,0.61
1257,World,Parts Per Million,2011-01-01,391.5
1258,World,Percent,2011-01-01,0.67
1259,World,Parts Per Million,2011-02-01,392.05
1260,World,Percent,2011-02-01,0.42
1261,World,Parts Per Million,2011-03-01,392.8
1262,World,Percent,2011-03-01,0.37
1263,World,Parts Per Million,2011-04-01,393.44
1264,World,Percent,2011-04-01,0.2
1265,World,Parts Per Million,2011-05-01,394.41
1266,World,Percent,2011-05-01,0.31
1267,World,Parts Per Million,2011-06-01,393.95
1268,World,Percent,2011-06-01,0.4
1269,World,Parts Per Million,2011-07-01,392.72
1270,World,Percent,2011-07-01,0.59
1271,World,Parts Per Million,2011-08-01,390.33
1272,World,Percent,2011-08-01,0.46
1273,World,Parts Per Million,2011-09-01,389.28
1274,World,Percent,2011-09-01,0.58
1275,World,Parts Per Million,2011-10-01,389.19
1276,World,Percent,2011-10-01,0.45
1277,World,Parts Per Million,2011-11-01,390.48
1278,World,Percent,2011-11-01,0.41
1279,World,Parts Per Million,2011-12-01,392.06
1280,World,Percent,2011-12-01,0.53
1281,World,Parts Per Million,2012-01-01,393.31
1282,World,Percent,2012-01-01,0.46
1283,World,Parts Per Million,2012-02-01,394.04
1284,World,Percent,2012-02-01,0.51
1285,World,Parts Per Million,2012-03-01,394.59
1286,World,Percent,2012-03-01,0.46
1287,World,Parts Per Million,2012-04-01,396.38
1288,World,Percent,2012-04-01,0.75
1289,World,Parts Per Million,2012-05-01,396.93
1290,World,Percent,2012-05-01,0.64
1291,World,Parts Per Million,2012-06-01,395.91
1292,World,Percent,2012-06-01,0.5
1293,World,Parts Per Million,2012-07-01,394.56
1294,World,Percent,2012-07-01,0.47
1295,World,Parts Per Million,2012-08-01,392.59
1296,World,Percent,2012-08-01,0.58
1297,World,Parts Per Million,2012-09-01,391.32
1298,World,Percent,2012-09-01,0.52
1299,World,Parts Per Million,2012-10-01,391.27
1300,World,Percent,2012-10-01,0.53
1301,World,Parts Per Million,2012-11-01,393.2
1302,World,Percent,2012-11-01,0.7
1303,World,Parts Per Million,2012-12-01,394.57
1304,World,Percent,2012-12-01,0.64
1305,World,Parts Per Million,2013-01-01,395.78
1306,World,Percent,2013-01-01,0.63
1307,World,Parts Per Million,2013-02-01,397.03
1308,World,Percent,2013-02-01,0.76
1309,World,Parts Per Million,2013-03-01,397.66
1310,World,Percent,2013-03-01,0.78
