ObjectId,Country,Unit,Measure,Amount,Year
19748,World,Millimeters,Indian Ocean,31.92,2010
19749,World,Millimeters,Indonesian,69.68,2010
19750,World,Millimeters,Mediterranean,-64.07,2010
19751,World,Millimeters,Nino,25.17,2010
19752,World,Millimeters,North Atlantic,-35.09,2010
19753,World,Millimeters,North Pacific,-16.09,2010
19754,World,Millimeters,North Sea,-31.31,2010
19755,World,Millimeters,Pacific Ocean,20.26,2010
19756,World,Millimeters,Persian Gulf,75.13,2010
19757,World,Millimeters,Sea Japan,-31.3,2010
19758,World,Millimeters,Sea Okhotsk,29.52,2010
19759,World,Millimeters,South China,24.29,2010
19760,World,Millimeters,Southern Ocean,44.26,2010
19761,World,Millimeters,Tropics,20.35,2010
19762,World,Millimeters,World,20.24,2010
19763,World,Millimeters,Adriatic Sea,-31.27,2010
19764,World,Millimeters,Caribbean Sea,-9.46,2010
19765,World,Millimeters,Yellow Sea,-42.54,2010
19766,World,Millimeters,Adriatic Sea,-25.41,2010
19767,World,Millimeters,Andaman Sea,-102.99,2010
19768,World,Millimeters,Arabian Sea,50.39,2010
19769,World,Millimeters,Atlantic Ocean,10.45,2010
19770,World,Millimeters,Baltic Sea,-241.2,2010
19771,World,Millimeters,Bay Bengal,-11.76,2010
19772,World,Millimeters,Bering Sea,33.12,2010
19773,World,Millimeters,Caribbean Sea,-27.18,2010
19774,World,Millimeters,Gulf Mexico,-39.1,2010
19775,World,Millimeters,Indian Ocean,34.88,2010
19776,World,Millimeters,Indonesian,59.41,2010
19777,World,Millimeters,Mediterranean,-20.72,2010
19778,World,Millimeters,Nino,30.86,2010
19779,World,Millimeters,North Atlantic,-43.11,2010
19780,World,Millimeters,North Pacific,-2.83,2010
19781,World,Millimeters,Pacific Ocean,25.3,2010
19782,World,Millimeters,Persian Gulf,131.03,2010
19783,World,Millimeters,Sea Japan,29.23,2010
19784,World,Millimeters,Sea Okhotsk,68.91,2010
19785,World,Millimeters,South China,27.87,2010
19786,World,Millimeters,Southern Ocean,43.29,2010
19787,World,Millimeters,Tropics,23.11,2010
19788,World,Millimeters,World,22.56,2010
19789,World,Millimeters,Yellow Sea,-15.59,2010
19790,World,Millimeters,North Sea,-73.86,2010
19791,World,Millimeters,Baltic Sea,-239.55,2010
19792,World,Millimeters,Persian Gulf,119.73,2010
19793,World,Millimeters,Sea Okhotsk,39.22,2010
19794,World,Millimeters,Andaman Sea,-92.75,2010
19795,World,Millimeters,Arabian Sea,42.08,2010
19796,World,Millimeters,Atlantic Ocean,19.32,2010
19797,World,Millimeters,Bay Bengal,8.27,2010
19798,World,Millimeters,Bering Sea,6.82,2010
19799,World,Millimeters,Caribbean Sea,-12.36,2010
19800,World,Millimeters,Gulf Mexico,-54.34,2010
19801,World,Millimeters,Indian Ocean,46.52,2010
19802,World,Millimeters,Indonesian,46.88,2010
19803,World,Millimeters,Mediterranean,7.63,2010
19804,World,Millimeters,Nino,37.57,2010
19805,World,Millimeters,North Atlantic,-52.19,2010
19806,World,Millimeters,North Pacific,-18.29,2010
19807,World,Millimeters,North Sea,-51.51,2010
19808,World,Millimeters,Pacific Ocean,18.76,2010
19809,World,Millimeters,Sea Japan,18.2,2010
19810,World,Millimeters,South China,26.99,2010
19811,World,Millimeters,Southern Ocean,44.36,2010
19812,World,Millimeters,Tropics,26.95,2010
19813,World,Millimeters,World,23.64,2010
19814,World,Millimeters,Adriatic Sea,76.03,2010
19815,World,Millimeters,Yellow Sea,-1.34,2010
19816,World,Millimeters,Adriatic Sea,107.59,2010
19817,World,Millimeters,Andaman Sea,-90.39,2010
19818,World,Millimeters,Arabian Sea,57.49,2010
19819,World,Millimeters,Atlantic Ocean,24.35,2010
19820,World,Millimeters,Baltic Sea,-295.3,2010
19821,World,Millimeters,Bay Bengal,-14.06,2010
19822,World,Millimeters,Bering Sea,5.32,2010
19823,World,Millimeters,Caribbean Sea,-14.88,2010
19824,World,Millimeters,Gulf Mexico,-40.1,2010
19825,World,Millimeters,Indian Ocean,44.38,2010
19826,World,Millimeters,Indonesian,32.41,2010
19827,World,Millimeters,Mediterranean,64.08,2010
19828,World,Millimeters,Nino,41.76,2010
19829,World,Millimeters,North Atlantic,-41.91,2010
19830,World,Millimeters,North Pacific,-22.13,2010
19831,World,Millimeters,Pacific Ocean,20.5,2010
19832,World,Millimeters,Persian Gulf,77.73,2010
19833,World,Millimeters,Sea Japan,-4.67,2010
19834,World,Millimeters,Sea Okhotsk,7.71,2010
19835,World,Millimeters,South China,61.37,2010
19836,World,Millimeters,Southern Ocean,44.29,2010
19837,World,Millimeters,Tropics,30.41,2010
19838,World,Millimeters,World,25.86,2010
19839,World,Millimeters,Yellow Sea,-37.39,2010
19840,World,Millimeters,North Sea,-163.16,2010
19841,World,Millimeters,Baltic Sea,-401.85,2010
19842,World,Millimeters,Andaman Sea,-118.25,2010
19843,World,Millimeters,Arabian Sea,57.48,2010
19844,World,Millimeters,Atlantic Ocean,19.12,2010
19845,World,Millimeters,Bay Bengal,13.97,2010
19846,World,Millimeters,Bering Sea,2.72,2010
19847,World,Millimeters,Caribbean Sea,-7.96,2010
19848,World,Millimeters,Gulf Mexico,-50.04,2010
19849,World,Millimeters,Indian Ocean,51.02,2010
19850,World,Millimeters,Indonesian,64.88,2010
19851,World,Millimeters,Mediterranean,102.13,2010
19852,World,Millimeters,Nino,44.47,2010
19853,World,Millimeters,North Atlantic,-49.09,2010
19854,World,Millimeters,North Pacific,-27.09,2010
19855,World,Millimeters,North Sea,-140.61,2010
19856,World,Millimeters,Pacific Ocean,19.26,2010
19857,World,Millimeters,Persian Gulf,60.93,2010
19858,World,Millimeters,Sea Japan,5.3,2010
19859,World,Millimeters,Sea Okhotsk,11.72,2010
19860,World,Millimeters,South China,32.29,2010
19861,World,Millimeters,Southern Ocean,46.16,2010
19862,World,Millimeters,Tropics,30.25,2010
19863,World,Millimeters,World,25.44,2010
19864,World,Millimeters,Adriatic Sea,176.63,2010
19865,World,Millimeters,Yellow Sea,-37.74,2010
19866,World,Millimeters,Sea Japan,4.43,2010
19867,World,Millimeters,South China,6.97,2010
19868,World,Millimeters,Adriatic Sea,186.09,2010
19869,World,Millimeters,Andaman Sea,-119.69,2010
19870,World,Millimeters,Arabian Sea,63.39,2010
19871,World,Millimeters,Atlantic Ocean,20.95,2010
19872,World,Millimeters,Baltic Sea,-316.9,2010
19873,World,Millimeters,Bay Bengal,-12.86,2010
19874,World,Millimeters,Bering Sea,3.82,2010
19875,World,Millimeters,Caribbean Sea,-10.58,2010
19876,World,Millimeters,Gulf Mexico,-52.9,2010
19877,World,Millimeters,Indian Ocean,52.88,2010
19878,World,Millimeters,Indonesian,55.71,2010
19879,World,Millimeters,Mediterranean,133.48,2010
19880,World,Millimeters,Nino,41.76,2010
19881,World,Millimeters,North Atlantic,-47.31,2010
19882,World,Millimeters,North Pacific,-15.13,2010
19883,World,Millimeters,Pacific Ocean,21.9,2010
19884,World,Millimeters,Persian Gulf,65.23,2010
19885,World,Millimeters,Sea Okhotsk,40.91,2010
19886,World,Millimeters,Southern Ocean,48.49,2010
19887,World,Millimeters,Tropics,30.81,2010
19888,World,Millimeters,World,27.56,2010
19889,World,Millimeters,Yellow Sea,2.71,2010
19890,World,Millimeters,North Sea,-77.66,2010
19891,World,Millimeters,Baltic Sea,-216.25,2010
19892,World,Millimeters,Sea Okhotsk,34.22,2010
19893,World,Millimeters,Andaman Sea,-111.45,2010
19894,World,Millimeters,Arabian Sea,67.68,2010
19895,World,Millimeters,Atlantic Ocean,19.72,2010
19896,World,Millimeters,Bay Bengal,19.17,2010
19897,World,Millimeters,Bering Sea,-11.78,2010
19898,World,Millimeters,Caribbean Sea,-8.46,2010
19899,World,Millimeters,Gulf Mexico,-61.64,2010
19900,World,Millimeters,Indian Ocean,61.12,2010
19901,World,Millimeters,Indonesian,76.88,2010
19902,World,Millimeters,Mediterranean,101.63,2010
19903,World,Millimeters,Nino,41.87,2010
19904,World,Millimeters,North Atlantic,-54.39,2010
19905,World,Millimeters,North Pacific,-12.59,2010
19906,World,Millimeters,North Sea,24.39,2010
19907,World,Millimeters,Pacific Ocean,21.26,2010
19908,World,Millimeters,Persian Gulf,15.83,2010
19909,World,Millimeters,Sea Japan,-30.4,2010
19910,World,Millimeters,South China,1.49,2010
19911,World,Millimeters,Southern Ocean,52.56,2010
19912,World,Millimeters,Tropics,31.05,2010
19913,World,Millimeters,World,28.54,2010
19914,World,Millimeters,Yellow Sea,-22.34,2010
19915,World,Millimeters,Adriatic Sea,119.13,2010
19916,World,Millimeters,Persian Gulf,-42.77,2010
19917,World,Millimeters,Sea Japan,-31.57,2010
19918,World,Millimeters,South China,31.77,2010
19919,World,Millimeters,Adriatic Sea,113.89,2010
19920,World,Millimeters,Andaman Sea,-103.29,2010
19921,World,Millimeters,Arabian Sea,71.09,2010
19922,World,Millimeters,Atlantic Ocean,15.15,2010
19923,World,Millimeters,Baltic Sea,-89.8,2010
19924,World,Millimeters,Bay Bengal,-14.66,2010
19925,World,Millimeters,Bering Sea,-16.48,2010
19926,World,Millimeters,Caribbean Sea,-7.48,2010
19927,World,Millimeters,Gulf Mexico,-54.7,2010
19928,World,Millimeters,Indian Ocean,57.28,2010
19929,World,Millimeters,Indonesian,42.21,2010
19930,World,Millimeters,Mediterranean,67.98,2010
19931,World,Millimeters,Nino,36.06,2010
19932,World,Millimeters,North Atlantic,-55.11,2010
19933,World,Millimeters,North Pacific,-12.53,2010
19934,World,Millimeters,North Sea,34.64,2010
19935,World,Millimeters,Pacific Ocean,22.1,2010
19936,World,Millimeters,Sea Okhotsk,25.41,2010
19937,World,Millimeters,Southern Ocean,51.79,2010
19938,World,Millimeters,Tropics,27.51,2010
19939,World,Millimeters,World,26.56,2010
19940,World,Millimeters,Yellow Sea,-60.89,2010
19941,World,Millimeters,Adriatic Sea,55.23,2010
19942,World,Millimeters,Baltic Sea,-65.75,2010
19943,World,Millimeters,North Sea,62.99,2010
19944,World,Millimeters,Persian Gulf,30.63,2010
19945,World,Millimeters,Andaman Sea,-125.55,2010
19946,World,Millimeters,Arabian Sea,58.88,2010
19947,World,Millimeters,Atlantic Ocean,12.92,2010
19948,World,Millimeters,Bay Bengal,0.67,2010
19949,World,Millimeters,Bering Sea,-26.38,2010
19950,World,Millimeters,Caribbean Sea,-3.36,2010
19951,World,Millimeters,Gulf Mexico,-64.34,2010
19952,World,Millimeters,Indian Ocean,40.92,2010
19953,World,Millimeters,Indonesian,45.28,2010
19954,World,Millimeters,Mediterranean,2.03,2010
19955,World,Millimeters,Nino,33.67,2010
19956,World,Millimeters,North Atlantic,-56.79,2010
19957,World,Millimeters,North Pacific,-18.59,2010
19958,World,Millimeters,Pacific Ocean,20.26,2010
19959,World,Millimeters,Sea Japan,-47.5,2010
19960,World,Millimeters,Sea Okhotsk,-26.88,2010
19961,World,Millimeters,South China,59.99,2010
19962,World,Millimeters,Southern Ocean,46.66,2010
19963,World,Millimeters,Tropics,23.75,2010
19964,World,Millimeters,World,21.94,2010
19965,World,Millimeters,Yellow Sea,-89.84,2010
19966,World,Millimeters,Adriatic Sea,0.39,2010
19967,World,Millimeters,Mediterranean,-38.72,2010
19968,World,Millimeters,Sea Japan,-85.77,2010
19969,World,Millimeters,South China,34.77,2010
19970,World,Millimeters,Andaman Sea,-141.49,2010
19971,World,Millimeters,Arabian Sea,65.09,2010
19972,World,Millimeters,Atlantic Ocean,17.35,2010
19973,World,Millimeters,Baltic Sea,-42.7,2010
19974,World,Millimeters,Bay Bengal,-4.46,2010
19975,World,Millimeters,Bering Sea,-13.58,2010
19976,World,Millimeters,Caribbean Sea,12.42,2010
19977,World,Millimeters,Gulf Mexico,-67,2010
19978,World,Millimeters,Indian Ocean,35.28,2010
19979,World,Millimeters,Indonesian,37.11,2010
19980,World,Millimeters,Nino,29.06,2010
19981,World,Millimeters,North Atlantic,-53.11,2010
19982,World,Millimeters,North Pacific,-20.13,2010
19983,World,Millimeters,North Sea,14.44,2010
19984,World,Millimeters,Pacific Ocean,22.7,2010
19985,World,Millimeters,Persian Gulf,-1.27,2010
19986,World,Millimeters,Sea Okhotsk,-21.59,2010
19987,World,Millimeters,Southern Ocean,47.59,2010
19988,World,Millimeters,Tropics,24.01,2010
19989,World,Millimeters,World,22.06,2010
19990,World,Millimeters,Yellow Sea,-114.29,2010
19991,World,Millimeters,Baltic Sea,-23.15,2010
19992,World,Millimeters,Bay Bengal,10.87,2010
19993,World,Millimeters,North Sea,-31.41,2010
19994,World,Millimeters,Persian Gulf,-39.47,2010
19995,World,Millimeters,Andaman Sea,-80.85,2010
19996,World,Millimeters,Arabian Sea,78.08,2010
19997,World,Millimeters,Atlantic Ocean,19.32,2010
19998,World,Millimeters,Bering Sea,3.52,2010
19999,World,Millimeters,Caribbean Sea,12.84,2010
20000,World,Millimeters,Gulf Mexico,-58.74,2010
20001,World,Millimeters,Indian Ocean,35.92,2010
20002,World,Millimeters,Indonesian,58.48,2010
20003,World,Millimeters,Mediterranean,-62.97,2010
20004,World,Millimeters,Nino,28.87,2010
20005,World,Millimeters,North Atlantic,-51.99,2010
20006,World,Millimeters,North Pacific,-9.99,2010
20007,World,Millimeters,Pacific Ocean,20.66,2010
20008,World,Millimeters,Sea Japan,-86.2,2010
20009,World,Millimeters,Sea Okhotsk,1.52,2010
20010,World,Millimeters,South China,26.59,2010
20011,World,Millimeters,Southern Ocean,45.46,2010
20012,World,Millimeters,Tropics,25.05,2010
20013,World,Millimeters,World,22.14,2010
20014,World,Millimeters,Yellow Sea,-84.54,2010
20015,World,Millimeters,Adriatic Sea,-51.27,2010
20016,World,Millimeters,Andaman Sea,-65.49,2010
20017,World,Millimeters,Arabian Sea,76.39,2010
20018,World,Millimeters,Bay Bengal,12.14,2010
20019,World,Millimeters,Gulf Mexico,-56.2,2010
20020,World,Millimeters,Sea Japan,-66.97,2010
20021,World,Millimeters,South China,36.97,2010
20022,World,Millimeters,Adriatic Sea,-85.11,2010
20023,World,Millimeters,Atlantic Ocean,18.55,2010
20024,World,Millimeters,Baltic Sea,-15.5,2010
20025,World,Millimeters,Bering Sea,4.02,2010
20026,World,Millimeters,Caribbean Sea,10.62,2010
20027,World,Millimeters,Indian Ocean,39.58,2010
20028,World,Millimeters,Indonesian,45.61,2010
20029,World,Millimeters,Mediterranean,-75.22,2010
20030,World,Millimeters,Nino,28.86,2010
20031,World,Millimeters,North Atlantic,-42.91,2010
20032,World,Millimeters,North Pacific,3.77,2010
20033,World,Millimeters,North Sea,-90.96,2010
20034,World,Millimeters,Pacific Ocean,20.1,2010
20035,World,Millimeters,Persian Gulf,7.93,2010
20036,World,Millimeters,Sea Okhotsk,16.11,2010
20037,World,Millimeters,Southern Ocean,38.59,2010
20038,World,Millimeters,Tropics,26.21,2010
20039,World,Millimeters,World,22.06,2010
20040,World,Millimeters,Yellow Sea,-52.99,2010
20041,World,Millimeters,Baltic Sea,-38.05,2010
20042,World,Millimeters,Bay Bengal,2.77,2010
20043,World,Millimeters,North Sea,-105.41,2010
20044,World,Millimeters,Persian Gulf,-41.17,2010
20045,World,Millimeters,Sea Okhotsk,10.02,2010
20046,World,Millimeters,South China,38.49,2010
20047,World,Millimeters,Andaman Sea,-59.15,2010
20048,World,Millimeters,Arabian Sea,83.78,2010
20049,World,Millimeters,Atlantic Ocean,12.52,2010
20050,World,Millimeters,Bering Sea,-22.08,2010
20051,World,Millimeters,Caribbean Sea,11.14,2010
20052,World,Millimeters,Gulf Mexico,-66.24,2010
20053,World,Millimeters,Indian Ocean,41.62,2010
20054,World,Millimeters,Indonesian,82.58,2010
20055,World,Millimeters,Mediterranean,-83.47,2010
20056,World,Millimeters,Nino,34.77,2010
20057,World,Millimeters,North Atlantic,-63.39,2010
20058,World,Millimeters,North Pacific,2.51,2010
20059,World,Millimeters,Pacific Ocean,20.06,2010
20060,World,Millimeters,Sea Japan,-49.4,2010
20061,World,Millimeters,Southern Ocean,36.86,2010
20062,World,Millimeters,Tropics,28.35,2010
20063,World,Millimeters,World,21.64,2010
20064,World,Millimeters,Yellow Sea,-46.24,2010
20065,World,Millimeters,Adriatic Sea,-43.77,2010
20066,World,Millimeters,Adriatic Sea,-102.81,2010
20067,World,Millimeters,Arabian Sea,75.49,2010
20068,World,Millimeters,Atlantic Ocean,9.75,2010
20069,World,Millimeters,Bay Bengal,18.44,2010
20070,World,Millimeters,Gulf Mexico,-37.4,2010
20071,World,Millimeters,Indian Ocean,39.88,2010
20072,World,Millimeters,Indonesian,59.11,2010
20073,World,Millimeters,Mediterranean,-108.92,2010
20074,World,Millimeters,Nino,30.76,2010
20075,World,Millimeters,Pacific Ocean,22,2010
20076,World,Millimeters,Sea Japan,-48.07,2010
20077,World,Millimeters,South China,29.37,2010
20078,World,Millimeters,Southern Ocean,37.69,2010
20079,World,Millimeters,Tropics,28.31,2010
20080,World,Millimeters,World,21.56,2010
20081,World,Millimeters,Andaman Sea,-38.99,2010
20082,World,Millimeters,Baltic Sea,-52.9,2010
20083,World,Millimeters,Bering Sea,-31.28,2010
20084,World,Millimeters,Caribbean Sea,23.72,2010
20085,World,Millimeters,North Atlantic,-57.31,2010
20086,World,Millimeters,North Pacific,0.37,2010
20087,World,Millimeters,North Sea,-76.06,2010
20088,World,Millimeters,Persian Gulf,-10.67,2010
20089,World,Millimeters,Sea Okhotsk,9.81,2010
20090,World,Millimeters,Yellow Sea,-31.09,2010
20091,World,Millimeters,Andaman Sea,30.25,2010
20092,World,Millimeters,Baltic Sea,-66.55,2010
20093,World,Millimeters,Bay Bengal,29.17,2010
20094,World,Millimeters,North Sea,-25.21,2010
20095,World,Millimeters,Persian Gulf,27.73,2010
20096,World,Millimeters,South China,28.59,2010
20097,World,Millimeters,Arabian Sea,92.88,2010
20098,World,Millimeters,Atlantic Ocean,16.02,2010
20099,World,Millimeters,Bering Sea,-36.78,2010
20100,World,Millimeters,Caribbean Sea,10.14,2010
20101,World,Millimeters,Gulf Mexico,-60.54,2010
20102,World,Millimeters,Indian Ocean,41.42,2010
20103,World,Millimeters,Indonesian,61.38,2010
20104,World,Millimeters,Mediterranean,-112.97,2010
20105,World,Millimeters,Nino,34.67,2010
20106,World,Millimeters,North Atlantic,-55.49,2010
20107,World,Millimeters,North Pacific,-7.09,2010
20108,World,Millimeters,Pacific Ocean,22.86,2010
20109,World,Millimeters,Sea Japan,-34.2,2010
20110,World,Millimeters,Sea Okhotsk,-15.48,2010
20111,World,Millimeters,Southern Ocean,41.46,2010
20112,World,Millimeters,Tropics,31.75,2010
20113,World,Millimeters,World,24.04,2010
20114,World,Millimeters,Yellow Sea,-34.54,2010
20115,World,Millimeters,Adriatic Sea,-73.47,2010
20116,World,Millimeters,Adriatic Sea,-51.51,2010
20117,World,Millimeters,Andaman Sea,36.61,2010
20118,World,Millimeters,Arabian Sea,73.79,2010
20119,World,Millimeters,Bering Sea,-42.48,2010
20120,World,Millimeters,Gulf Mexico,-35.1,2010
20121,World,Millimeters,Indonesian,64.31,2010
20122,World,Millimeters,Mediterranean,-62.82,2010
20123,World,Millimeters,Sea Japan,0.33,2010
20124,World,Millimeters,Sea Okhotsk,-7.29,2010
20125,World,Millimeters,South China,45.17,2010
20126,World,Millimeters,Atlantic Ocean,15.85,2010
20127,World,Millimeters,Baltic Sea,-97.6,2010
20128,World,Millimeters,Bay Bengal,29.04,2010
20129,World,Millimeters,Caribbean Sea,4.22,2010
20130,World,Millimeters,Indian Ocean,45.48,2010
20131,World,Millimeters,Nino,36.86,2010
20132,World,Millimeters,North Atlantic,-51.71,2010
20133,World,Millimeters,North Pacific,-12.93,2010
20134,World,Millimeters,North Sea,-60.06,2010
20135,World,Millimeters,Pacific Ocean,27,2010
20136,World,Millimeters,Persian Gulf,-51.97,2010
20137,World,Millimeters,Southern Ocean,47.29,2010
20138,World,Millimeters,Tropics,34.51,2010
20139,World,Millimeters,World,26.86,2010
20140,World,Millimeters,Yellow Sea,-1.99,2010
20141,World,Millimeters,Andaman Sea,16.45,2010
20142,World,Millimeters,Baltic Sea,-61.25,2010
20143,World,Millimeters,Bay Bengal,46.77,2010
20144,World,Millimeters,Indian Ocean,35.02,2010
20145,World,Millimeters,Mediterranean,-21.47,2010
20146,World,Millimeters,North Sea,-24.21,2010
20147,World,Millimeters,Pacific Ocean,25.56,2010
20148,World,Millimeters,Persian Gulf,-19.37,2010
20149,World,Millimeters,Sea Japan,-3.1,2010
20150,World,Millimeters,South China,42.49,2010
20151,World,Millimeters,Southern Ocean,42.56,2010
20152,World,Millimeters,Adriatic Sea,-19.97,2010
20153,World,Millimeters,Arabian Sea,95.58,2010
20154,World,Millimeters,Atlantic Ocean,10.92,2010
20155,World,Millimeters,Bering Sea,-40.38,2010
20156,World,Millimeters,Caribbean Sea,3.04,2010
20157,World,Millimeters,Gulf Mexico,-58.64,2010
20158,World,Millimeters,Indonesian,68.98,2010
20159,World,Millimeters,Nino,30.17,2010
20160,World,Millimeters,North Atlantic,-60.29,2010
20161,World,Millimeters,North Pacific,-17.59,2010
20162,World,Millimeters,Sea Okhotsk,-2.08,2010
20163,World,Millimeters,Tropics,32.25,2010
20164,World,Millimeters,World,24.04,2010
20165,World,Millimeters,Yellow Sea,-21.34,2010
20166,World,Millimeters,Adriatic Sea,16.89,2010
20167,World,Millimeters,Persian Gulf,15.93,2010
20168,World,Millimeters,Andaman Sea,22.31,2010
20169,World,Millimeters,Arabian Sea,77.59,2010
20170,World,Millimeters,Baltic Sea,-14.3,2010
20171,World,Millimeters,Bay Bengal,40.84,2010
20172,World,Millimeters,Gulf Mexico,-34.3,2010
20173,World,Millimeters,Indian Ocean,34.08,2010
20174,World,Millimeters,Indonesian,60.61,2010
20175,World,Millimeters,Mediterranean,-17.02,2010
20176,World,Millimeters,Nino,23.76,2010
20177,World,Millimeters,Pacific Ocean,23.2,2010
20178,World,Millimeters,South China,31.77,2010
20179,World,Millimeters,Southern Ocean,41.09,2010
20180,World,Millimeters,Tropics,31.61,2010
20181,World,Millimeters,World,24.16,2010
20182,World,Millimeters,Atlantic Ocean,18.75,2010
20183,World,Millimeters,Bering Sea,-21.88,2010
20184,World,Millimeters,Caribbean Sea,11.82,2010
20185,World,Millimeters,North Atlantic,-45.31,2010
20186,World,Millimeters,North Pacific,-19.33,2010
20187,World,Millimeters,North Sea,-28.56,2010
20188,World,Millimeters,Sea Japan,2.33,2010
20189,World,Millimeters,Sea Okhotsk,-24.29,2010
20190,World,Millimeters,Yellow Sea,-50.99,2010
20191,World,Millimeters,Andaman Sea,43.95,2010
20192,World,Millimeters,Arabian Sea,103.58,2010
20193,World,Millimeters,Baltic Sea,9.65,2010
20194,World,Millimeters,Bay Bengal,68.17,2010
20195,World,Millimeters,Gulf Mexico,-44.34,2010
20196,World,Millimeters,Indian Ocean,37.42,2010
20197,World,Millimeters,Indonesian,37.48,2010
20198,World,Millimeters,Mediterranean,-36.17,2010
20199,World,Millimeters,Nino,18.97,2010
20200,World,Millimeters,North Pacific,-21.19,2010
20201,World,Millimeters,North Sea,-31.81,2010
20202,World,Millimeters,Pacific Ocean,16.26,2010
20203,World,Millimeters,Persian Gulf,-58.37,2010
20204,World,Millimeters,Sea Japan,5,2010
20205,World,Millimeters,Sea Okhotsk,7.12,2010
20206,World,Millimeters,South China,9.89,2010
20207,World,Millimeters,Southern Ocean,36.26,2010
20208,World,Millimeters,Tropics,28.35,2010
20209,World,Millimeters,World,21.04,2010
20210,World,Millimeters,Adriatic Sea,-29.17,2010
20211,World,Millimeters,Atlantic Ocean,17.52,2010
20212,World,Millimeters,Bering Sea,-13.68,2010
20213,World,Millimeters,Caribbean Sea,6.74,2010
20214,World,Millimeters,North Atlantic,-45.39,2010
20215,World,Millimeters,Yellow Sea,-40.34,2010
20216,World,Millimeters,Adriatic Sea,-7.41,2010
20217,World,Millimeters,Andaman Sea,30.41,2010
20218,World,Millimeters,Arabian Sea,120.59,2010
20219,World,Millimeters,Baltic Sea,-29.2,2010
20220,World,Millimeters,Bay Bengal,66.74,2010
20221,World,Millimeters,Gulf Mexico,-10.9,2010
20222,World,Millimeters,Indian Ocean,48.68,2010
20223,World,Millimeters,Indonesian,42.71,2010
20224,World,Millimeters,Mediterranean,-35.52,2010
20225,World,Millimeters,Nino,16.36,2010
20226,World,Millimeters,North Pacific,-17.63,2010
20227,World,Millimeters,Pacific Ocean,13.9,2010
20228,World,Millimeters,Persian Gulf,-7.97,2010
20229,World,Millimeters,Sea Japan,5.23,2010
20230,World,Millimeters,South China,7.87,2010
20231,World,Millimeters,Southern Ocean,36.49,2010
20232,World,Millimeters,Tropics,30.01,2010
20233,World,Millimeters,World,22.76,2010
20234,World,Millimeters,Yellow Sea,-16.19,2010
20235,World,Millimeters,Atlantic Ocean,21.05,2010
20236,World,Millimeters,Bering Sea,-19.38,2010
20237,World,Millimeters,Caribbean Sea,13.42,2010
20238,World,Millimeters,North Atlantic,-38.61,2010
20239,World,Millimeters,North Sea,-69.56,2010
20240,World,Millimeters,Sea Okhotsk,11.41,2010
20241,World,Millimeters,Baltic Sea,-60.25,2010
20242,World,Millimeters,Andaman Sea,31.95,2010
20243,World,Millimeters,Arabian Sea,117.18,2010
20244,World,Millimeters,Atlantic Ocean,13.62,2010
20245,World,Millimeters,Bay Bengal,75.27,2010
20246,World,Millimeters,Gulf Mexico,-23.54,2010
20247,World,Millimeters,Indian Ocean,44.22,2010
20248,World,Millimeters,Indonesian,42.48,2010
20249,World,Millimeters,Mediterranean,-9.27,2010
20250,World,Millimeters,Nino,9.07,2010
20251,World,Millimeters,North Pacific,-17.89,2010
20252,World,Millimeters,North Sea,-67.21,2010
20253,World,Millimeters,Pacific Ocean,14.76,2010
20254,World,Millimeters,Persian Gulf,17.53,2010
20255,World,Millimeters,Sea Japan,12.6,2010
20256,World,Millimeters,Sea Okhotsk,15.82,2010
20257,World,Millimeters,South China,11.09,2010
20258,World,Millimeters,Southern Ocean,32.76,2010
20259,World,Millimeters,Tropics,29.05,2010
20260,World,Millimeters,World,20.94,2010
20261,World,Millimeters,Adriatic Sea,29.23,2010
20262,World,Millimeters,Bering Sea,-30.58,2010
20263,World,Millimeters,Caribbean Sea,12.04,2010
20264,World,Millimeters,North Atlantic,-51.39,2010
20265,World,Millimeters,Yellow Sea,3.66,2010
20266,World,Millimeters,Adriatic Sea,30.89,2010
20267,World,Millimeters,Andaman Sea,63.11,2010
20268,World,Millimeters,Arabian Sea,123.89,2010
20269,World,Millimeters,Atlantic Ocean,13.45,2010
20270,World,Millimeters,Baltic Sea,-56.7,2010
20271,World,Millimeters,Bay Bengal,86.74,2010
20272,World,Millimeters,Bering Sea,-41.48,2010
20273,World,Millimeters,Gulf Mexico,-26.1,2010
20274,World,Millimeters,Indian Ocean,45.78,2010
20275,World,Millimeters,Indonesian,56.51,2010
20276,World,Millimeters,Mediterranean,20.28,2010
20277,World,Millimeters,Nino,9.16,2010
20278,World,Millimeters,North Atlantic,-44.01,2010
20279,World,Millimeters,North Pacific,-14.43,2010
20280,World,Millimeters,North Sea,-43.36,2010
20281,World,Millimeters,Pacific Ocean,20,2010
20282,World,Millimeters,Persian Gulf,49.43,2010
20283,World,Millimeters,Sea Japan,19.83,2010
20284,World,Millimeters,South China,11.47,2010
20285,World,Millimeters,Southern Ocean,37.39,2010
20286,World,Millimeters,Tropics,31.41,2010
20287,World,Millimeters,World,24.06,2010
20288,World,Millimeters,Yellow Sea,-28.19,2010
20289,World,Millimeters,Caribbean Sea,0.92,2010
20290,World,Millimeters,Sea Okhotsk,-5.59,2010
20291,World,Millimeters,Andaman Sea,124.05,2010
20292,World,Millimeters,Arabian Sea,107.18,2010
20293,World,Millimeters,Atlantic Ocean,13.92,2010
20294,World,Millimeters,Baltic Sea,-36.25,2010
