ObjectId,Country,Unit,Measure,Amount,Year
3454,World,Millimeters,Sea Okhotsk,67.51,1997
3455,World,Millimeters,Andaman Sea,-110.54,1997
3456,World,Millimeters,Arabian Sea,-39.56,1997
3457,World,Millimeters,Atlantic Ocean,-1.91,1997
3458,World,Millimeters,Bay Bengal,-31.63,1997
3459,World,Millimeters,Bering Sea,74.05,1997
3460,World,Millimeters,Caribbean Sea,-19.88,1997
3461,World,Millimeters,Gulf Mexico,-45.15,1997
3462,World,Millimeters,Indian Ocean,-8.43,1997
3463,World,Millimeters,Indonesian,63.61,1997
3464,World,Millimeters,Nino,18.17,1997
3465,World,Millimeters,North Atlantic,-18.83,1997
3466,World,Millimeters,North Pacific,-49.91,1997
3467,World,Millimeters,Pacific Ocean,-11.58,1997
3468,World,Millimeters,Persian Gulf,-72.67,1997
3469,World,Millimeters,Sea Japan,-4.35,1997
3470,World,Millimeters,South China,-4.9,1997
3471,World,Millimeters,Southern Ocean,3.67,1997
3472,World,Millimeters,Tropics,-8.74,1997
3473,World,Millimeters,World,-7.85,1997
3474,World,Millimeters,Adriatic Sea,-27.81,1997
3475,World,Millimeters,Yellow Sea,-35.21,1997
3476,World,Millimeters,Andaman Sea,-116.34,1997
3477,World,Millimeters,Baltic Sea,66.95,1997
3478,World,Millimeters,Bay Bengal,-65.83,1997
3479,World,Millimeters,Mediterranean,-81.38,1997
3480,World,Millimeters,North Sea,34.71,1997
3481,World,Millimeters,Sea Japan,-11.65,1997
3482,World,Millimeters,Sea Okhotsk,-13.39,1997
3483,World,Millimeters,Arabian Sea,-35.36,1997
3484,World,Millimeters,Atlantic Ocean,-28.51,1997
3485,World,Millimeters,Bering Sea,53.05,1997
3486,World,Millimeters,Caribbean Sea,-58.68,1997
3487,World,Millimeters,Gulf Mexico,-81.25,1997
3488,World,Millimeters,Indian Ocean,-14.83,1997
3489,World,Millimeters,Indonesian,112.21,1997
3490,World,Millimeters,Nino,3.77,1997
3491,World,Millimeters,North Atlantic,-51.13,1997
3492,World,Millimeters,North Pacific,-42.61,1997
3493,World,Millimeters,Pacific Ocean,-4.38,1997
3494,World,Millimeters,Persian Gulf,-80.27,1997
3495,World,Millimeters,South China,46.2,1997
3496,World,Millimeters,Southern Ocean,8.97,1997
3497,World,Millimeters,Tropics,-14.74,1997
3498,World,Millimeters,World,-12.55,1997
3499,World,Millimeters,Yellow Sea,-91.21,1997
3500,World,Millimeters,Adriatic Sea,-38.41,1997
3501,World,Millimeters,Andaman Sea,-121.84,1997
3502,World,Millimeters,Baltic Sea,210.05,1997
3503,World,Millimeters,Bay Bengal,-27.83,1997
3504,World,Millimeters,Indian Ocean,-19.13,1997
3505,World,Millimeters,Mediterranean,-91.98,1997
3506,World,Millimeters,North Sea,120.61,1997
3507,World,Millimeters,Persian Gulf,-58.07,1997
3508,World,Millimeters,Sea Japan,-10.55,1997
3509,World,Millimeters,Sea Okhotsk,30.41,1997
3510,World,Millimeters,South China,7.2,1997
3511,World,Millimeters,Arabian Sea,-24.96,1997
3512,World,Millimeters,Atlantic Ocean,-21.31,1997
3513,World,Millimeters,Bering Sea,51.85,1997
3514,World,Millimeters,Caribbean Sea,-49.28,1997
3515,World,Millimeters,Gulf Mexico,-59.45,1997
3516,World,Millimeters,Indonesian,117.31,1997
3517,World,Millimeters,Nino,5.07,1997
3518,World,Millimeters,North Atlantic,-44.53,1997
3519,World,Millimeters,North Pacific,-20.41,1997
3520,World,Millimeters,Pacific Ocean,-4.08,1997
3521,World,Millimeters,Southern Ocean,6.27,1997
3522,World,Millimeters,Tropics,-13.34,1997
3523,World,Millimeters,World,-10.55,1997
3524,World,Millimeters,Yellow Sea,-38.01,1997
3525,World,Millimeters,Adriatic Sea,-72.91,1997
3526,World,Millimeters,Andaman Sea,-72.44,1997
3527,World,Millimeters,Arabian Sea,-3.66,1997
3528,World,Millimeters,Baltic Sea,293.95,1997
3529,World,Millimeters,Bay Bengal,-18.13,1997
3530,World,Millimeters,Gulf Mexico,-31.95,1997
3531,World,Millimeters,Indian Ocean,-18.33,1997
3532,World,Millimeters,Indonesian,47.21,1997
3533,World,Millimeters,Mediterranean,-90.18,1997
3534,World,Millimeters,Nino,10.47,1997
3535,World,Millimeters,North Pacific,-49.81,1997
3536,World,Millimeters,North Sea,28.51,1997
3537,World,Millimeters,Pacific Ocean,-6.58,1997
3538,World,Millimeters,Persian Gulf,-18.57,1997
3539,World,Millimeters,Sea Japan,-35.35,1997
3540,World,Millimeters,Sea Okhotsk,5.91,1997
3541,World,Millimeters,South China,-39,1997
3542,World,Millimeters,Southern Ocean,10.57,1997
3543,World,Millimeters,Tropics,-9.44,1997
3544,World,Millimeters,World,-8.95,1997
3545,World,Millimeters,Adriatic Sea,-96.11,1997
3546,World,Millimeters,Atlantic Ocean,-5.81,1997
3547,World,Millimeters,Bering Sea,38.25,1997
3548,World,Millimeters,Caribbean Sea,-28.68,1997
3549,World,Millimeters,North Atlantic,-29.13,1997
3550,World,Millimeters,Yellow Sea,-32.01,1997
3551,World,Millimeters,Baltic Sea,32.85,1997
3552,World,Millimeters,Andaman Sea,-62.44,1997
3553,World,Millimeters,Arabian Sea,12.74,1997
3554,World,Millimeters,Atlantic Ocean,-11.41,1997
3555,World,Millimeters,Bay Bengal,15.47,1997
3556,World,Millimeters,Gulf Mexico,-46.15,1997
3557,World,Millimeters,Indian Ocean,2.37,1997
3558,World,Millimeters,Mediterranean,-88.48,1997
3559,World,Millimeters,Nino,24.57,1997
3560,World,Millimeters,North Pacific,-61.41,1997
3561,World,Millimeters,North Sea,-90.59,1997
3562,World,Millimeters,Pacific Ocean,-5.58,1997
3563,World,Millimeters,Persian Gulf,-67.57,1997
3564,World,Millimeters,Sea Japan,-47.95,1997
3565,World,Millimeters,Sea Okhotsk,-6.09,1997
3566,World,Millimeters,South China,-26.6,1997
3567,World,Millimeters,Southern Ocean,17.17,1997
3568,World,Millimeters,Tropics,-4.84,1997
3569,World,Millimeters,World,-6.85,1997
3570,World,Millimeters,Adriatic Sea,-34.21,1997
3571,World,Millimeters,Bering Sea,39.15,1997
3572,World,Millimeters,Caribbean Sea,-53.28,1997
3573,World,Millimeters,Indonesian,20.41,1997
3574,World,Millimeters,North Atlantic,-47.43,1997
3575,World,Millimeters,Yellow Sea,-60.31,1997
3576,World,Millimeters,Baltic Sea,-44.65,1997
3577,World,Millimeters,Andaman Sea,-103.44,1997
3578,World,Millimeters,Arabian Sea,34.14,1997
3579,World,Millimeters,Atlantic Ocean,-29.31,1997
3580,World,Millimeters,Bay Bengal,9.37,1997
3581,World,Millimeters,Gulf Mexico,-61.35,1997
3582,World,Millimeters,Indian Ocean,2.97,1997
3583,World,Millimeters,Indonesian,18.81,1997
3584,World,Millimeters,Mediterranean,-132.98,1997
3585,World,Millimeters,Nino,28.07,1997
3586,World,Millimeters,North Atlantic,-61.63,1997
3587,World,Millimeters,North Pacific,-53.91,1997
3588,World,Millimeters,North Sea,40.01,1997
3589,World,Millimeters,Pacific Ocean,-0.18,1997
3590,World,Millimeters,Persian Gulf,-20.47,1997
3591,World,Millimeters,Sea Japan,-95.15,1997
3592,World,Millimeters,Sea Okhotsk,12.21,1997
3593,World,Millimeters,South China,-22.5,1997
3594,World,Millimeters,Southern Ocean,10.37,1997
3595,World,Millimeters,Tropics,-3.24,1997
3596,World,Millimeters,World,-8.65,1997
3597,World,Millimeters,Bering Sea,42.35,1997
3598,World,Millimeters,Caribbean Sea,-70.08,1997
3599,World,Millimeters,Yellow Sea,-112.41,1997
3600,World,Millimeters,Adriatic Sea,-121.21,1997
3601,World,Millimeters,Baltic Sea,156.85,1997
3602,World,Millimeters,Andaman Sea,-137.04,1997
3603,World,Millimeters,Arabian Sea,40.04,1997
3604,World,Millimeters,Atlantic Ocean,-28.41,1997
3605,World,Millimeters,Bay Bengal,-13.23,1997
3606,World,Millimeters,Bering Sea,29.45,1997
3607,World,Millimeters,Gulf Mexico,-40.85,1997
3608,World,Millimeters,Indian Ocean,-3.03,1997
3609,World,Millimeters,Indonesian,-24.29,1997
3610,World,Millimeters,Mediterranean,-130.28,1997
3611,World,Millimeters,Nino,17.97,1997
3612,World,Millimeters,North Atlantic,-61.73,1997
3613,World,Millimeters,North Pacific,-56.51,1997
3614,World,Millimeters,North Sea,26.51,1997
3615,World,Millimeters,Pacific Ocean,-4.28,1997
3616,World,Millimeters,Persian Gulf,-52.67,1997
3617,World,Millimeters,Sea Japan,-71.35,1997
3618,World,Millimeters,Sea Okhotsk,29.71,1997
3619,World,Millimeters,South China,-87.9,1997
3620,World,Millimeters,Southern Ocean,11.47,1997
3621,World,Millimeters,Tropics,-11.64,1997
3622,World,Millimeters,World,-12.75,1997
3623,World,Millimeters,Adriatic Sea,-163.51,1997
3624,World,Millimeters,Caribbean Sea,-47.88,1997
3625,World,Millimeters,Yellow Sea,-133.01,1997
3626,World,Millimeters,Baltic Sea,90.15,1997
3627,World,Millimeters,Andaman Sea,-104.74,1997
3628,World,Millimeters,Arabian Sea,40.74,1997
3629,World,Millimeters,Atlantic Ocean,-21.41,1997
3630,World,Millimeters,Bay Bengal,-24.83,1997
3631,World,Millimeters,Bering Sea,22.95,1997
3632,World,Millimeters,Gulf Mexico,-41.95,1997
3633,World,Millimeters,Indian Ocean,-8.93,1997
3634,World,Millimeters,Indonesian,-44.49,1997
3635,World,Millimeters,Mediterranean,-120.08,1997
3636,World,Millimeters,Nino,13.17,1997
3637,World,Millimeters,North Atlantic,-56.73,1997
3638,World,Millimeters,North Pacific,-58.31,1997
3639,World,Millimeters,North Sea,-19.79,1997
3640,World,Millimeters,Pacific Ocean,-11.58,1997
3641,World,Millimeters,Persian Gulf,-64.67,1997
3642,World,Millimeters,Sea Japan,-45.25,1997
3643,World,Millimeters,Sea Okhotsk,15.81,1997
3644,World,Millimeters,South China,-59.5,1997
3645,World,Millimeters,Southern Ocean,9.57,1997
3646,World,Millimeters,Tropics,-16.84,1997
3647,World,Millimeters,World,-15.45,1997
3648,World,Millimeters,Adriatic Sea,-147.21,1997
3649,World,Millimeters,Caribbean Sea,-46.18,1997
3650,World,Millimeters,Yellow Sea,-56.01,1997
3651,World,Millimeters,Baltic Sea,16.65,1997
3652,World,Millimeters,Andaman Sea,-95.64,1997
3653,World,Millimeters,Arabian Sea,50.24,1997
3654,World,Millimeters,Atlantic Ocean,-15.01,1997
3655,World,Millimeters,Bay Bengal,-19.63,1997
3656,World,Millimeters,Bering Sea,38.75,1997
3657,World,Millimeters,Caribbean Sea,-28.28,1997
3658,World,Millimeters,Gulf Mexico,-35.55,1997
3659,World,Millimeters,Indian Ocean,-14.63,1997
3660,World,Millimeters,Indonesian,-41.69,1997
3661,World,Millimeters,Mediterranean,-46.48,1997
3662,World,Millimeters,Nino,17.97,1997
3663,World,Millimeters,North Atlantic,-43.03,1997
3664,World,Millimeters,North Pacific,-33.71,1997
3665,World,Millimeters,North Sea,-76.09,1997
3666,World,Millimeters,Pacific Ocean,-7.68,1997
3667,World,Millimeters,Persian Gulf,-44.37,1997
3668,World,Millimeters,Sea Japan,-35.45,1997
3669,World,Millimeters,Sea Okhotsk,9.51,1997
3670,World,Millimeters,South China,-14.3,1997
3671,World,Millimeters,Southern Ocean,4.97,1997
3672,World,Millimeters,Tropics,-12.44,1997
3673,World,Millimeters,World,-11.45,1997
3674,World,Millimeters,Adriatic Sea,-29.71,1997
3675,World,Millimeters,Yellow Sea,-73.41,1997
3676,World,Millimeters,Baltic Sea,-7.35,1997
3677,World,Millimeters,Persian Gulf,-22.67,1997
3678,World,Millimeters,Sea Okhotsk,13.91,1997
3679,World,Millimeters,Andaman Sea,-40.54,1997
3680,World,Millimeters,Arabian Sea,76.64,1997
3681,World,Millimeters,Atlantic Ocean,-6.91,1997
3682,World,Millimeters,Bay Bengal,17.37,1997
3683,World,Millimeters,Bering Sea,56.75,1997
3684,World,Millimeters,Caribbean Sea,-26.18,1997
3685,World,Millimeters,Gulf Mexico,-25.35,1997
3686,World,Millimeters,Indian Ocean,7.27,1997
3687,World,Millimeters,Indonesian,-48.89,1997
3688,World,Millimeters,Mediterranean,-14.28,1997
3689,World,Millimeters,Nino,23.97,1997
3690,World,Millimeters,North Atlantic,-32.23,1997
3691,World,Millimeters,North Pacific,-26.01,1997
3692,World,Millimeters,North Sea,-154.79,1997
3693,World,Millimeters,Pacific Ocean,-9.68,1997
3694,World,Millimeters,Sea Japan,-59.75,1997
3695,World,Millimeters,South China,-45.7,1997
3696,World,Millimeters,Southern Ocean,3.17,1997
3697,World,Millimeters,Tropics,-4.54,1997
3698,World,Millimeters,World,-6.15,1997
3699,World,Millimeters,Adriatic Sea,11.69,1997
3700,World,Millimeters,Yellow Sea,-75.01,1997
3701,World,Millimeters,North Sea,-66.39,1997
3702,World,Millimeters,Adriatic Sea,-35.31,1997
3703,World,Millimeters,Andaman Sea,151.36,1997
3704,World,Millimeters,Arabian Sea,54.64,1997
3705,World,Millimeters,Atlantic Ocean,-7.81,1997
3706,World,Millimeters,Baltic Sea,-64.35,1997
3707,World,Millimeters,Bay Bengal,35.67,1997
3708,World,Millimeters,Bering Sea,35.95,1997
3709,World,Millimeters,Caribbean Sea,-8.88,1997
3710,World,Millimeters,Gulf Mexico,-41.15,1997
3711,World,Millimeters,Indian Ocean,-15.23,1997
3712,World,Millimeters,Indonesian,-54.89,1997
3713,World,Millimeters,Mediterranean,-19.18,1997
3714,World,Millimeters,Nino,28.67,1997
3715,World,Millimeters,North Atlantic,-28.73,1997
3716,World,Millimeters,North Pacific,-35.81,1997
3717,World,Millimeters,Pacific Ocean,-7.28,1997
3718,World,Millimeters,Persian Gulf,-59.17,1997
3719,World,Millimeters,Sea Japan,-42.25,1997
3720,World,Millimeters,Sea Okhotsk,13.31,1997
3721,World,Millimeters,South China,-51.8,1997
3722,World,Millimeters,Southern Ocean,-13.63,1997
3723,World,Millimeters,Tropics,-0.24,1997
3724,World,Millimeters,World,-8.55,1997
3725,World,Millimeters,Yellow Sea,-36.71,1997
3726,World,Millimeters,Andaman Sea,121.56,1997
3727,World,Millimeters,Baltic Sea,-60.25,1997
3728,World,Millimeters,Mediterranean,-22.08,1997
3729,World,Millimeters,North Sea,-9.39,1997
3730,World,Millimeters,Sea Okhotsk,41.21,1997
3731,World,Millimeters,Arabian Sea,42.04,1997
3732,World,Millimeters,Atlantic Ocean,-18.51,1997
3733,World,Millimeters,Bay Bengal,28.37,1997
3734,World,Millimeters,Bering Sea,40.55,1997
3735,World,Millimeters,Caribbean Sea,-20.68,1997
3736,World,Millimeters,Gulf Mexico,-43.95,1997
3737,World,Millimeters,Indian Ocean,-31.43,1997
3738,World,Millimeters,Indonesian,-37.79,1997
3739,World,Millimeters,Nino,30.47,1997
3740,World,Millimeters,North Atlantic,-35.43,1997
3741,World,Millimeters,North Pacific,-27.71,1997
3742,World,Millimeters,Pacific Ocean,3.62,1997
3743,World,Millimeters,Persian Gulf,-109.47,1997
3744,World,Millimeters,Sea Japan,-19.25,1997
3745,World,Millimeters,South China,-44.9,1997
3746,World,Millimeters,Southern Ocean,-19.33,1997
3747,World,Millimeters,Tropics,2.36,1997
3748,World,Millimeters,World,-8.45,1997
3749,World,Millimeters,Yellow Sea,13.19,1997
3750,World,Millimeters,Adriatic Sea,-46.61,1997
3751,World,Millimeters,Andaman Sea,-8.74,1997
3752,World,Millimeters,Baltic Sea,-181.25,1997
3753,World,Millimeters,Bay Bengal,40.87,1997
3754,World,Millimeters,Mediterranean,-8.98,1997
3755,World,Millimeters,North Sea,-63.29,1997
3756,World,Millimeters,Persian Gulf,92.73,1997
3757,World,Millimeters,Sea Japan,-47.75,1997
3758,World,Millimeters,Sea Okhotsk,-34.69,1997
3759,World,Millimeters,Arabian Sea,78.24,1997
3760,World,Millimeters,Atlantic Ocean,-26.41,1997
3761,World,Millimeters,Bering Sea,27.15,1997
3762,World,Millimeters,Caribbean Sea,2.02,1997
3763,World,Millimeters,Gulf Mexico,-0.05,1997
3764,World,Millimeters,Indian Ocean,-14.13,1997
3765,World,Millimeters,Indonesian,-111.49,1997
3766,World,Millimeters,Nino,12.77,1997
3767,World,Millimeters,North Atlantic,-41.63,1997
3768,World,Millimeters,North Pacific,-43.21,1997
3769,World,Millimeters,Pacific Ocean,-9.88,1997
3770,World,Millimeters,South China,-50.8,1997
3771,World,Millimeters,Southern Ocean,-12.33,1997
3772,World,Millimeters,Tropics,-10.84,1997
3773,World,Millimeters,World,-15.15,1997
3774,World,Millimeters,Yellow Sea,17.69,1997
3775,World,Millimeters,Adriatic Sea,-2.21,1997
3776,World,Millimeters,Baltic Sea,-127.35,1997
3777,World,Millimeters,North Sea,-118.89,1997
3778,World,Millimeters,Persian Gulf,79.23,1997
3779,World,Millimeters,Adriatic Sea,-24.81,1997
3780,World,Millimeters,Andaman Sea,35.66,1997
3781,World,Millimeters,Arabian Sea,72.84,1997
3782,World,Millimeters,Bay Bengal,45.17,1997
3783,World,Millimeters,Bering Sea,38.25,1997
3784,World,Millimeters,Caribbean Sea,9.42,1997
3785,World,Millimeters,Gulf Mexico,3.25,1997
3786,World,Millimeters,Indian Ocean,-4.33,1997
3787,World,Millimeters,Indonesian,-121.69,1997
3788,World,Millimeters,Mediterranean,-5.28,1997
3789,World,Millimeters,Nino,19.47,1997
3790,World,Millimeters,North Pacific,-20.81,1997
3791,World,Millimeters,Pacific Ocean,-5.18,1997
3792,World,Millimeters,Sea Japan,6.85,1997
3793,World,Millimeters,Sea Okhotsk,8.91,1997
3794,World,Millimeters,South China,-47.9,1997
3795,World,Millimeters,Southern Ocean,-10.13,1997
3796,World,Millimeters,Tropics,-6.94,1997
3797,World,Millimeters,World,-9.65,1997
3798,World,Millimeters,Atlantic Ocean,-22.31,1997
3799,World,Millimeters,North Atlantic,-21.43,1997
3800,World,Millimeters,Yellow Sea,2.09,1997
3801,World,Millimeters,Baltic Sea,-83.45,1997
3802,World,Millimeters,Andaman Sea,-62.74,1997
3803,World,Millimeters,Arabian Sea,56.24,1997
3804,World,Millimeters,Atlantic Ocean,-24.21,1997
3805,World,Millimeters,Bay Bengal,34.27,1997
3806,World,Millimeters,Bering Sea,49.45,1997
3807,World,Millimeters,Gulf Mexico,-1.45,1997
3808,World,Millimeters,Indian Ocean,-6.93,1997
3809,World,Millimeters,Indonesian,-123.79,1997
3810,World,Millimeters,Mediterranean,4.22,1997
3811,World,Millimeters,Nino,21.17,1997
3812,World,Millimeters,North Pacific,-0.11,1997
3813,World,Millimeters,North Sea,-67.89,1997
3814,World,Millimeters,Pacific Ocean,4.42,1997
3815,World,Millimeters,Persian Gulf,20.03,1997
3816,World,Millimeters,Sea Japan,36.85,1997
3817,World,Millimeters,Sea Okhotsk,37.01,1997
3818,World,Millimeters,South China,-72.2,1997
3819,World,Millimeters,Southern Ocean,-10.43,1997
3820,World,Millimeters,Tropics,-3.54,1997
3821,World,Millimeters,World,-6.05,1997
3822,World,Millimeters,Adriatic Sea,-31.71,1997
3823,World,Millimeters,Caribbean Sea,7.52,1997
3824,World,Millimeters,North Atlantic,-20.83,1997
3825,World,Millimeters,Yellow Sea,40.39,1997
3826,World,Millimeters,Andaman Sea,-78.44,1997
3827,World,Millimeters,Arabian Sea,30.74,1997
3828,World,Millimeters,Atlantic Ocean,-16.21,1997
3829,World,Millimeters,Baltic Sea,-148.85,1997
3830,World,Millimeters,Bay Bengal,18.37,1997
3831,World,Millimeters,Bering Sea,71.25,1997
3832,World,Millimeters,Gulf Mexico,14.95,1997
3833,World,Millimeters,Indian Ocean,-12.23,1997
3834,World,Millimeters,Indonesian,-144.69,1997
3835,World,Millimeters,Mediterranean,-16.18,1997
3836,World,Millimeters,Nino,24.77,1997
3837,World,Millimeters,North Atlantic,-6.13,1997
3838,World,Millimeters,North Pacific,25.69,1997
3839,World,Millimeters,North Sea,-50.99,1997
3840,World,Millimeters,Pacific Ocean,15.12,1997
3841,World,Millimeters,Persian Gulf,34.93,1997
3842,World,Millimeters,Sea Japan,21.15,1997
3843,World,Millimeters,Sea Okhotsk,44.71,1997
3844,World,Millimeters,South China,-16.9,1997
3845,World,Millimeters,Southern Ocean,-11.43,1997
3846,World,Millimeters,Tropics,2.56,1997
3847,World,Millimeters,World,0.25,1997
3848,World,Millimeters,Adriatic Sea,-36.31,1997
3849,World,Millimeters,Caribbean Sea,-3.28,1997
3850,World,Millimeters,Yellow Sea,62.89,1997
3851,World,Millimeters,Baltic Sea,-168.75,1997
3852,World,Millimeters,Andaman Sea,-44.24,1997
3853,World,Millimeters,Arabian Sea,8.84,1997
3854,World,Millimeters,Atlantic Ocean,-20.41,1997
3855,World,Millimeters,Bay Bengal,-23.03,1997
3856,World,Millimeters,Bering Sea,70.95,1997
3857,World,Millimeters,Caribbean Sea,-0.88,1997
3858,World,Millimeters,Gulf Mexico,24.15,1997
3859,World,Millimeters,Indian Ocean,-21.43,1997
3860,World,Millimeters,Indonesian,-159.49,1997
3861,World,Millimeters,Mediterranean,1.62,1997
3862,World,Millimeters,Nino,19.87,1997
3863,World,Millimeters,North Atlantic,3.47,1997
3864,World,Millimeters,North Pacific,29.29,1997
3865,World,Millimeters,North Sea,-45.39,1997
3866,World,Millimeters,Pacific Ocean,12.72,1997
3867,World,Millimeters,Persian Gulf,-31.47,1997
3868,World,Millimeters,Sea Japan,40.05,1997
3869,World,Millimeters,Sea Okhotsk,13.71,1997
3870,World,Millimeters,South China,-12.6,1997
3871,World,Millimeters,Southern Ocean,-20.23,1997
3872,World,Millimeters,Tropics,-3.14,1997
3873,World,Millimeters,World,-4.25,1997
3874,World,Millimeters,Adriatic Sea,-17.11,1997
3875,World,Millimeters,Yellow Sea,72.19,1997
3876,World,Millimeters,Baltic Sea,-96.65,1997
3877,World,Millimeters,Adriatic Sea,-19.71,1997
3878,World,Millimeters,Andaman Sea,4.36,1997
3879,World,Millimeters,Arabian Sea,-4.66,1997
3880,World,Millimeters,Atlantic Ocean,-19.41,1997
3881,World,Millimeters,Bay Bengal,-22.43,1997
3882,World,Millimeters,Bering Sea,78.05,1997
3883,World,Millimeters,Caribbean Sea,21.42,1997
3884,World,Millimeters,Gulf Mexico,27.45,1997
3885,World,Millimeters,Indian Ocean,-29.73,1997
3886,World,Millimeters,Indonesian,-178.19,1997
3887,World,Millimeters,Mediterranean,13.72,1997
3888,World,Millimeters,Nino,26.77,1997
3889,World,Millimeters,North Atlantic,17.77,1997
3890,World,Millimeters,North Pacific,44.69,1997
3891,World,Millimeters,North Sea,12.51,1997
3892,World,Millimeters,Pacific Ocean,13.62,1997
3893,World,Millimeters,Persian Gulf,-18.97,1997
3894,World,Millimeters,Sea Japan,51.85,1997
3895,World,Millimeters,Sea Okhotsk,64.31,1997
3896,World,Millimeters,South China,-59.8,1997
3897,World,Millimeters,Southern Ocean,-29.53,1997
3898,World,Millimeters,Tropics,-3.34,1997
3899,World,Millimeters,World,-4.45,1997
3900,World,Millimeters,Yellow Sea,156.79,1997
3901,World,Millimeters,Baltic Sea,-98.95,1997
3902,World,Millimeters,Sea Okhotsk,46.71,1997
3903,World,Millimeters,Andaman Sea,-15.54,1997
3904,World,Millimeters,Arabian Sea,-20.56,1997
3905,World,Millimeters,Atlantic Ocean,0.99,1997
3906,World,Millimeters,Bay Bengal,-17.33,1997
3907,World,Millimeters,Bering Sea,47.05,1997
3908,World,Millimeters,Caribbean Sea,44.12,1997
3909,World,Millimeters,Gulf Mexico,41.45,1997
3910,World,Millimeters,Indian Ocean,-9.93,1997
3911,World,Millimeters,Indonesian,-172.09,1997
3912,World,Millimeters,Mediterranean,37.82,1997
3913,World,Millimeters,Nino,29.37,1997
3914,World,Millimeters,North Atlantic,34.07,1997
3915,World,Millimeters,North Pacific,39.29,1997
3916,World,Millimeters,North Sea,4.11,1997
3917,World,Millimeters,Pacific Ocean,4.92,1997
3918,World,Millimeters,Persian Gulf,16.33,1997
3919,World,Millimeters,Sea Japan,59.35,1997
3920,World,Millimeters,South China,-16.7,1997
3921,World,Millimeters,Southern Ocean,-17.53,1997
3922,World,Millimeters,Tropics,-1.94,1997
3923,World,Millimeters,World,-0.25,1997
3924,World,Millimeters,Yellow Sea,106.39,1997
3925,World,Millimeters,Adriatic Sea,30.49,1997
3926,World,Millimeters,Baltic Sea,-39.95,1997
3927,World,Millimeters,North Sea,116.61,1997
3928,World,Millimeters,Andaman Sea,-4.74,1997
3929,World,Millimeters,Arabian Sea,-16.96,1997
3930,World,Millimeters,Atlantic Ocean,7.59,1997
3931,World,Millimeters,Bay Bengal,7.57,1997
3932,World,Millimeters,Bering Sea,74.55,1997
3933,World,Millimeters,Caribbean Sea,34.52,1997
3934,World,Millimeters,Gulf Mexico,44.25,1997
3935,World,Millimeters,Indian Ocean,-4.63,1997
3936,World,Millimeters,Indonesian,-159.19,1997
3937,World,Millimeters,Mediterranean,66.12,1997
3938,World,Millimeters,Nino,36.97,1997
3939,World,Millimeters,North Atlantic,50.87,1997
3940,World,Millimeters,North Pacific,55.69,1997
3941,World,Millimeters,Pacific Ocean,7.52,1997
3942,World,Millimeters,Persian Gulf,66.13,1997
3943,World,Millimeters,Sea Japan,69.95,1997
3944,World,Millimeters,Sea Okhotsk,23.81,1997
3945,World,Millimeters,South China,-38.7,1997
3946,World,Millimeters,Southern Ocean,-11.63,1997
3947,World,Millimeters,Tropics,-1.64,1997
3948,World,Millimeters,World,4.55,1997
3949,World,Millimeters,Yellow Sea,85.89,1997
3950,World,Millimeters,Adriatic Sea,56.39,1997
3951,World,Millimeters,Baltic Sea,233.25,1997
3952,World,Millimeters,Bay Bengal,-20.73,1997
3953,World,Millimeters,Mediterranean,79.32,1997
3954,World,Millimeters,North Sea,134.41,1997
3955,World,Millimeters,Sea Okhotsk,43.21,1997
3956,World,Millimeters,South China,6.1,1997
3957,World,Millimeters,Andaman Sea,-55.84,1997
3958,World,Millimeters,Arabian Sea,-19.96,1997
3959,World,Millimeters,Atlantic Ocean,10.59,1997
3960,World,Millimeters,Bering Sea,87.85,1997
3961,World,Millimeters,Caribbean Sea,51.42,1997
3962,World,Millimeters,Gulf Mexico,58.05,1997
3963,World,Millimeters,Indian Ocean,-13.63,1997
3964,World,Millimeters,Indonesian,-183.59,1997
3965,World,Millimeters,Nino,44.27,1997
3966,World,Millimeters,North Atlantic,52.27,1997
3967,World,Millimeters,North Pacific,71.09,1997
3968,World,Millimeters,Pacific Ocean,16.82,1997
3969,World,Millimeters,Persian Gulf,1.33,1997
3970,World,Millimeters,Sea Japan,22.25,1997
3971,World,Millimeters,Southern Ocean,-12.73,1997
3972,World,Millimeters,Tropics,2.96,1997
3973,World,Millimeters,World,9.15,1997
3974,World,Millimeters,Yellow Sea,138.19,1997
3975,World,Millimeters,Adriatic Sea,36.69,1997
3976,World,Millimeters,Baltic Sea,306.45,1997
3977,World,Millimeters,North Sea,118.11,1997
3978,World,Millimeters,Sea Okhotsk,68.81,1997
3979,World,Millimeters,Adriatic Sea,-16.21,1997
3980,World,Millimeters,Andaman Sea,-18.84,1997
3981,World,Millimeters,Arabian Sea,-22.26,1997
3982,World,Millimeters,Atlantic Ocean,3.29,1997
3983,World,Millimeters,Bay Bengal,-11.63,1997
3984,World,Millimeters,Bering Sea,76.95,1997
3985,World,Millimeters,Caribbean Sea,48.22,1997
3986,World,Millimeters,Gulf Mexico,42.65,1997
3987,World,Millimeters,Indian Ocean,-19.73,1997
3988,World,Millimeters,Indonesian,-157.19,1997
3989,World,Millimeters,Mediterranean,43.22,1997
3990,World,Millimeters,Nino,55.37,1997
3991,World,Millimeters,North Atlantic,45.57,1997
3992,World,Millimeters,North Pacific,72.49,1997
3993,World,Millimeters,Pacific Ocean,16.12,1997
3994,World,Millimeters,Persian Gulf,44.23,1997
3995,World,Millimeters,Sea Japan,77.75,1997
