ObjectId,Country,Unit,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
159,Canada,Number of,,,,1.0,,,1.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0
160,Canada,Number of,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,,2.0,,2.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0
161,Canada,Number of,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,7.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,6.0
162,Canada,Number of,1.0,,,,,1.0,2.0,,,1.0,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,
163,Canary Island,Number of,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
164,Canary Island,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
165,Canary Island,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
166,Canary Island,Number of,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
167,Canary Island,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
168,Cayman Islands,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,
169,Cayman Islands,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,
170,Central African Rep.,Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
171,Central African Rep.,Number of,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0
172,Central African Rep.,Number of,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,
173,Central African Rep.,Number of,,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,,2.0,,1.0,,1.0,3.0
174,Central African Rep.,Number of,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
175,Chad,Number of,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0
176,Chad,Number of,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,1.0
177,Chad,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
178,Chad,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
179,Chad,Number of,1.0,,,,,1.0,,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,3.0,2.0,3.0,1.0,,3.0,,,,,1.0,,2.0,2.0,1.0,2.0
180,Chile,Number of,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Chile,Number of,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,
182,Chile,Number of,,,1.0,,,,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,3.0,3.0,,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,2.0,1.0,3.0,,1.0,,1.0,
183,Chile,Number of,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
184,Chile,Number of,,,,,2.0,,1.0,,,,,,2.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,
185,Chile,Number of,,,1.0,,2.0,,2.0,3.0,,1.0,1.0,2.0,3.0,2.0,,2.0,,4.0,,1.0,3.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,,2.0,,2.0,2.0
186,Chile,Number of,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0
187,"China, P.R.: Hong Kong",Number of,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"China, P.R.: Hong Kong",Number of,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"China, P.R.: Hong Kong",Number of,,,1.0,1.0,,2.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
190,"China, P.R.: Hong Kong",Number of,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"China, P.R.: Hong Kong",Number of,2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,,1.0,2.0,6.0,,,,1.0,,1.0,,,,2.0,,,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,
192,"China, P.R.: Hong Kong",Number of,2.0,1.0,4.0,4.0,,3.0,2.0,2.0,1.0,3.0,,1.0,3.0,7.0,1.0,,,2.0,,1.0,,,,2.0,,1.0,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,2.0,
193,"China, P.R.: Hong Kong",Number of,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"China, P.R.: Macao",Number of,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
195,"China, P.R.: Macao",Number of,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
196,"China, P.R.: Mainland",Number of,,,,1.0,,1.0,,,1.0,,,1.0,2.0,,2.0,1.0,,1.0,,1.0,3.0,2.0,3.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0
197,"China, P.R.: Mainland",Number of,,,,,,,1.0,,,,,,,,1.0,,,3.0,,,,,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,
198,"China, P.R.: Mainland",Number of,4.0,5.0,4.0,1.0,2.0,7.0,2.0,4.0,8.0,1.0,3.0,3.0,6.0,4.0,6.0,3.0,4.0,6.0,5.0,6.0,9.0,9.0,10.0,6.0,9.0,11.0,20.0,11.0,7.0,7.0,5.0,5.0,12.0,14.0,13.0,12.0,12.0,12.0,8.0,6.0,5.0,4.0,4.0
199,"China, P.R.: Mainland",Number of,,,2.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,1.0,,1.0,1.0,4.0,5.0,8.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,,2.0,1.0,,1.0
200,"China, P.R.: Mainland",Number of,1.0,1.0,,5.0,2.0,3.0,7.0,6.0,4.0,7.0,11.0,5.0,8.0,11.0,5.0,6.0,8.0,5.0,5.0,9.0,10.0,10.0,6.0,5.0,7.0,14.0,8.0,6.0,9.0,10.0,6.0,5.0,8.0,15.0,16.0,17.0,13.0,9.0,12.0,4.0,4.0,7.0,1.0
201,"China, P.R.: Mainland",Number of,5.0,7.0,6.0,7.0,5.0,12.0,10.0,12.0,15.0,9.0,14.0,10.0,16.0,16.0,15.0,12.0,16.0,17.0,11.0,18.0,24.0,27.0,24.0,16.0,18.0,28.0,30.0,18.0,23.0,24.0,21.0,13.0,22.0,34.0,33.0,31.0,30.0,26.0,20.0,13.0,11.0,12.0,7.0
202,"China, P.R.: Mainland",Number of,,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,
203,Colombia,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
204,Colombia,Number of,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,3.0,1.0,2.0,1.0,,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,10.0,9.0
205,Colombia,Number of,,1.0,1.0,,,,3.0,2.0,,,,3.0,,3.0,,1.0,1.0,,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,4.0
206,Colombia,Number of,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,2.0,,1.0
207,Colombia,Number of,1.0,2.0,2.0,1.0,1.0,,5.0,3.0,2.0,1.0,4.0,4.0,,4.0,3.0,2.0,3.0,1.0,2.0,6.0,3.0,6.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,6.0,3.0,3.0,1.0,5.0,4.0,2.0,7.0,2.0,6.0,6.0,11.0,14.0
208,Colombia,Number of,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,
209,"Comoros, Union of the",Number of,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"Comoros, Union of the",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
211,"Comoros, Union of the",Number of,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,
212,"Comoros, Union of the",Number of,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,2.0,,,
213,"Congo, Dem. Rep. of the",Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
214,"Congo, Dem. Rep. of the",Number of,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,2.0,1.0,2.0,,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,6.0,,4.0
215,"Congo, Dem. Rep. of the",Number of,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,2.0,,,
216,"Congo, Dem. Rep. of the",Number of,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
217,"Congo, Dem. Rep. of the",Number of,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,3.0,1.0,4.0,,1.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,,2.0,4.0,2.0,2.0,1.0,3.0,6.0,,5.0
218,"Congo, Dem. Rep. of the",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,
219,"Congo, Rep. of",Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Congo, Rep. of",Number of,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,,,2.0,2.0,1.0,1.0
221,"Congo, Rep. of",Number of,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,,,2.0,2.0,1.0,1.0
222,Cook Islands,Number of,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
223,Cook Islands,Number of,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
224,Costa Rica,Number of,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,
225,Costa Rica,Number of,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,2.0,1.0,2.0,2.0,,2.0,3.0,,2.0,1.0,1.0,,,1.0,,,1.0,,,1.0,
226,Costa Rica,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
227,Costa Rica,Number of,,,,,,,,,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0
228,Costa Rica,Number of,1.0,,,,,,,,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,2.0,4.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0
229,Costa Rica,Number of,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Côte d'Ivoire,Number of,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Côte d'Ivoire,Number of,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
232,Côte d'Ivoire,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
233,Côte d'Ivoire,Number of,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
234,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
235,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,,
236,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,2.0,,1.0,,2.0,1.0,,,1.0,1.0,,,1.0
237,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
238,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,,3.0,,3.0,1.0,2.0,,,3.0,,3.0,,2.0,1.0,,2.0,1.0,1.0,,,1.0
239,"Croatia, Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,
240,Cuba,Number of,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,
241,Cuba,Number of,,,,1.0,,1.0,1.0,,1.0,,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0
242,Cuba,Number of,1.0,,1.0,,,1.0,,,2.0,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,2.0,,2.0,2.0,1.0,2.0,4.0,,,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0
243,Cuba,Number of,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,,2.0,,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,,,,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0
244,Cuba,Number of,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
245,Cyprus,Number of,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
246,Cyprus,Number of,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
247,Cyprus,Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
248,Cyprus,Number of,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,
249,Cyprus,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
250,Czech Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,2.0,,,,,,1.0,,,,
251,Czech Rep.,Number of,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,2.0,,,1.0,3.0,,,1.0,,,,,,,,1.0,
252,Czech Rep.,Number of,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,2.0
253,Czech Rep.,Number of,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,3.0,1.0,,3.0,2.0,1.0,1.0,2.0,4.0,,2.0,1.0,,,,1.0,1.0,,1.0,3.0,2.0
254,Denmark,Number of,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Denmark,Number of,1.0,1.0,,1.0,,1.0,,,,,3.0,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,1.0
256,Denmark,Number of,1.0,1.0,,1.0,,1.0,,,,,3.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,1.0
257,Djibouti,Number of,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0
258,Djibouti,Number of,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,
259,Djibouti,Number of,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
260,Djibouti,Number of,1.0,1.0,,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,1.0
261,Dominica,Number of,1.0,,,,1.0,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,
262,Dominica,Number of,1.0,,,,1.0,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,
263,Dominican Rep.,Number of,,1.0,,,,1.0,,,1.0,,,1.0,,2.0,,,1.0,,,,,,1.0,2.0,1.0,1.0,,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,,,2.0
264,Dominican Rep.,Number of,1.0,,,,,,1.0,1.0,,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,1.0,3.0,1.0,,3.0,3.0,,1.0,2.0,2.0,,,1.0,1.0,3.0,1.0,,2.0,2.0,1.0
265,Dominican Rep.,Number of,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,2.0,,1.0,,,1.0,1.0,3.0,4.0,3.0,,5.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,,2.0,2.0,3.0
266,Dominican Rep.,Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
267,Ecuador,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
268,Ecuador,Number of,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,2.0,,,1.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,2.0,5.0
269,Ecuador,Number of,,,,1.0,,,,1.0,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,
270,Ecuador,Number of,,,1.0,2.0,,1.0,,2.0,,1.0,,,1.0,3.0,1.0,,,3.0,,,3.0,2.0,2.0,1.0,,,1.0,,1.0,2.0,2.0,2.0,2.0,4.0,,1.0,2.0,,,2.0,1.0,2.0,5.0
271,Ecuador,Number of,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
272,"Egypt, Arab Rep. of",Number of,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
273,"Egypt, Arab Rep. of",Number of,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,1.0,
274,"Egypt, Arab Rep. of",Number of,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,
275,"Egypt, Arab Rep. of",Number of,,,,,,,,1.0,,,,1.0,,,1.0,2.0,2.0,2.0,,,1.0,,2.0,,1.0,,,,,,3.0,,,,,3.0,1.0,,,,1.0,1.0,
276,El Salvador,Number of,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,
277,El Salvador,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
278,El Salvador,Number of,,,1.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,2.0,,1.0,2.0,,,1.0,,,,1.0,,,1.0,,,1.0,
279,El Salvador,Number of,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
280,El Salvador,Number of,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,,1.0,3.0,,,,,1.0,,1.0,,,3.0,,2.0
281,El Salvador,Number of,,,2.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,4.0,1.0,2.0,2.0,2.0,3.0,1.0,,,1.0,2.0,,1.0,2.0,,4.0,1.0,2.0
282,"Eritrea, The State of",Number of,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
283,"Eritrea, The State of",Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
284,"Eritrea, The State of",Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Eritrea, The State of",Number of,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
286,"Estonia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,
287,"Estonia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
288,"Estonia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,
289,"Eswatini, Kingdom of",Number of,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,
290,"Eswatini, Kingdom of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,
291,"Eswatini, Kingdom of",Number of,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0
292,"Eswatini, Kingdom of",Number of,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,1.0,,1.0,,,1.0,,1.0,1.0
293,"Eswatini, Kingdom of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
294,"Ethiopia, The Federal Dem. Rep. of",Number of,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0
295,"Ethiopia, The Federal Dem. Rep. of",Number of,,1.0,,,,2.0,,,2.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,,6.0,2.0,3.0,1.0,1.0,,4.0,7.0,2.0,3.0,,2.0,1.0,,1.0,,1.0,2.0,,,1.0,2.0,1.0,1.0
296,"Ethiopia, The Federal Dem. Rep. of",Number of,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,
297,"Ethiopia, The Federal Dem. Rep. of",Number of,,1.0,,1.0,,2.0,,1.0,2.0,1.0,1.0,,,2.0,2.0,1.0,2.0,3.0,1.0,7.0,4.0,3.0,1.0,2.0,,5.0,7.0,2.0,4.0,1.0,3.0,2.0,,1.0,,2.0,2.0,,2.0,2.0,4.0,2.0,2.0
298,"Ethiopia, The Federal Dem. Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
299,"Fiji, Rep. of",Number of,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
300,"Fiji, Rep. of",Number of,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,2.0,,1.0,,,2.0,,,,,,,,,,
301,"Fiji, Rep. of",Number of,1.0,1.0,,2.0,,3.0,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,2.0,,2.0,1.0,3.0,1.0,1.0
302,"Fiji, Rep. of",Number of,1.0,1.0,,3.0,,3.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,4.0,1.0,2.0,1.0,,3.0,,,1.0,2.0,,2.0,1.0,3.0,1.0,1.0
303,Finland,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
304,Finland,Number of,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Finland,Number of,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
306,France,Number of,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
307,France,Number of,,,,,,1.0,,,,,1.0,2.0,,,,,,1.0,,,,,,1.0,,2.0,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,,2.0,2.0,1.0,1.0,1.0
308,France,Number of,1.0,1.0,,3.0,,,,1.0,1.0,,,,1.0,1.0,3.0,,2.0,,,3.0,6.0,5.0,3.0,2.0,,2.0,,,,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,
